12/586,943;USA;USA;A combined diurnal tracking, concentrator, photovoltaic plus domestic hot water solar thermal system is mountable on flat roof industrial buildings or multi-unit apartment buildings for diurnal tracking, and on pitched roofs of single family residences. The systems are configured to reduce the number of solar cells required for given power output, and increased generated heat by a concentration of the sun's insolation on the solar cells. The increased heat is drawn off by anti-freeze fluid circulated in an aluminum extrusion attached to the solar cells and concentrator reflectors for the dual purpose of providing domestic hot water or space heating and maintaining the solar cells cool to enhance their efficiency.;;;
12/661,379;USA;USA;A protective covering helps to prevent fastener leaks from roof installed fasteners, which are used to mount roofing systems, such as a solar panel installation system, to roofs with a mounting bracket attached to the roof. The protective covering is a portion of flat, malleable waterproof material molded to form a cover, forming a triangular-shaped structure when viewed from the side. The triangular shaped structure includes a base and a hypotenuse portion where the line of the roof acts as a side which is covered by at least the hypotenuse portion. The hypotenuse portion meets the roof at an angle. The covering is adapted for insertion under portions of a roof shingle, and extends back in a slight rise (downwardly with respect to the roof) to cover the fastener and L-shaped bracket, which the fastener fastens to the roof.;;;
12/720,519;USA;USA;A rooftop photovoltaic module mounting system includes a footer and a photovoltaic module mounting framework.;;;
12/803,913;USA;USA;Multiple brackets are used together to support photovoltaic cells upon a roof. Each bracket includes a mounting rail at an upper side and a bottom rail at a lower side. The bottom rail of one bracket is configured to overlap the mounting rail of another bracket. Lateral joints on each bracket overlap each other to connect adjacent panels of photovoltaic cells. Cell support structures are interposed between the mounting rail and bottom rail to support a photovoltaic stack assembly thereon. Wind clips allow the bottom rail of a higher bracket to be interconnected with a mounting rail of a lower bracket. An undulating end piece allows airflow to enter beneath a lowest bracket and pass up beneath the brackets to provide cooling air for the overall system of photovoltaic cells mounted upon the brackets. Edge flashing precludes water migration laterally at edges of the panels.;;;
12/561,254;USA;USA;"Methods and devices are provided for solar panel installation. In one embodiment, a photovoltaic panel system for use with a support grid is provided. The system comprises of a photovoltaic panel with at least one layer comprised of a glass layer; a compression mechanism configured to laterally compress the glass layer in at least a first axis in a plane of the glass layer when the panel is mounted to the support grid. In one embodiment, the glass layer comprises of an un-tempered glass material. In another embodiment, the glass layer comprises of a tempered glass material. Optionally, other substantially transparent material may be used with or in place of the glass.";;;
12/450,001;USA;USA;PV modules are provided that have a frame construction which permits the photovoltaic power-generating cells, DC/AC power conversion means, electrical wiring and other installation aspects to be merged into the module. The modules also are provided with means for coupling them to mounting stands whereby they can be mounted to a roof and also the frame construction is adapted to facilitate mechanically securing adjacent modules to one another.;;;
12/850,257;USA;USA;A mounting support for mounting at least one photovoltaic module having a glass pane on a top side of an, in particular, uneven roof panel includes an elongated strip which can be rolled up and/or unrolled in a roll-up/unroll direction. At least two attachment means for the photovoltaic module are disposed on the strip with a modular dimension. The bottom side of the support is provided in the region of the attachment means with a protruding padding to compensate for uneven roof areas. The top side of the attachment means is provided with a supporting location or surface for edges of the photovoltaic module. The mounting support can be packaged as a roll and attached in a simple and effective manner on uneven and rough roof shingles.;;;
12/549,339;USA;USA;"A mounting assembly is described. The mounting assembly includes: (a) a pipe having a first threaded end and a second threaded end; (b) a base component having a base portion and a threaded connecting portion; (c) a top component having a top portion and a threaded portion, the top component being capable of supporting a photovoltaic panel thereon; and (d) wherein the first threaded end of the pipe and the threaded connecting portion of the base component include threads such that the first threaded end rotatably engages in a first direction with the threaded connecting portion, and the second threaded end of the pipe and the threaded portion of the top component include threads such that the first threaded end rotatably engages in a second direction with the threaded portion of the top component, the first direction is opposite to the second direction, and the first threaded end and the second threaded end are substantially cylindrical.";;;
12/908,055;USA;USA;"The present invention is premised upon a photovoltaic device suitable for directly mounting on a structure. The device includes an active portion including a photovoltaic cell assembly having a top surface portion that allows transmission of light energy to a photoactive portion of the photovoltaic device for conversion into electrical energy and a bottom surface having a bottom bonding zone; and an inactive portion immediately adjacent to and connected to the active portion, the inactive portion having a region for receiving a fastener to connect the device to the structure and having on a top surface, a top bonding zone; wherein one of the top and bottom bonding zones comprises a first bonding element and the other comprises a second bonding element, the second bonding element designed to interact with the first bonding element on a vertically overlapped adjacent photovoltaic device to bond the device to such adjacent device or to the structure.";;;
12/919,841;USA;USA;A photovoltaic roofing tile has a substrate, a photovoltaic laminate positioned over the substrate, and a fire suppression material arranged proximate a first end of the substrate. A plurality the photovoltaic roofing tiles are arranged on a roof deck in an overlapping relationship.;;;
12/776,185;USA;USA;A photovoltaic sun tracking system including a photovoltaic assembly, a first mounting structure, and a second mounting structure. The photovoltaic assembly includes at least one PV cell maintained by framework defining a PV plane. The first and second mounting structures are mounted to a support surface and rotatably maintain the framework at first and second pivot points, respectively, to establish a tracking axis passing through the pivot points. The tracking axis is non-parallel with the PV plane. The photovoltaic assembly can be rocked along the tracking axis to follow motion of the sun relative to the earth. One or both of the mounting structures can be relatively small, and the off-parallel tracking axis promotes increased efficiency over the course of a year.;;;
12/831,806;USA;USA;A partially non-rigid solar capture mounting system which reduces the risk of damage due to wind is disclosed. The solar capture mounting system includes at least one pole, a horizontal beam mounted to the pole, and at least one backing plate hanging from the horizontal beam via a pivotal connection. Examples of pivotal connection are bushings with ball bearings, hinges, steel rings and spring clips. Each of the backing plates supports at least one solar cell. Wind pressure against a backing plate pivots the backing plate about the horizontal beam such that the system experiences reduced stress and reduced risk of damage due to wind and wind carried objects.;;;
12/886,973;USA;USA;An isolation mount for supporting, for example, a photovoltaic cell. The isolation mount includes an isolator body, a first membrane adjacent to a lower surface of the body, and a second membrane extending over the isolator body that includes a peripheral margin that is at least partially sealed or adhered to the first membrane. At least one connector is supported by the isolator body and at least one fastener extends through the second membrane to secure the connector to the isolator body. The connector may include a mounting rail, posts, or an air channel assembly. The isolation mount construction may be incorporated into a photovoltaic module or photovoltaic roofing system for use on the roof of a building.;;;
12/961,249;USA;USA;An energy conversion device is adapted to be housed within a unitized curtain wall unit as part of an exterior shell or facade of a building structure. The device can be a photovoltaic module that includes other power generating system components--including control units and associated power/signal wiring--within the facade.;;;
12/959,100;USA;USA;Described herein is a mounting system and slider clips that support simplified installation of photovoltaic structures. The mounting system comprises a support structure which can be mounted to support columns via an optional tilt table. The support structure comprises a plurality of parallel spaced beams and a plurality of parallel spaced rails that are mounted approximately perpendicular to the beams. Disclosed embodiments describe a collapsible support structure in which the rails are pivotally mounted to the beams. Rails are preassembled with prefabricated slider clips for holding edge portions of the photovoltaic structures. Rails can also be integrally formed with slider clips. Described herein are also methods of installing one or more photovoltaic structures using the mounting system and methods for manufacturing slider clips and a photovoltaic structure mounting system.;;;
12/959,139;USA;USA;Described herein is a mounting system and slider clips that support simplified installation of photovoltaic structures. The mounting system comprises a support structure which can be mounted to support columns via an optional tilt table. The support structure comprises a plurality of parallel spaced beams and a plurality of parallel spaced rails that are mounted approximately perpendicular to the beams. Disclosed embodiments describe a collapsible support structure in which the rails are pivotally mounted to the beams. Rails are preassembled with prefabricated slider clips for holding edge portions of the photovoltaic structures. Rails can also be integrally formed with slider clips. Described herein are also methods of installing one or more photovoltaic structures using the mounting system and methods for manufacturing slider clips and a photovoltaic structure mounting system.;;;
12/959,213;USA;USA;Described herein is a mounting system and slider clips that support simplified installation of photovoltaic structures. The mounting system comprises a support structure which can be mounted to support columns via an optional tilt table. The support structure comprises a plurality of parallel spaced beams and a plurality of parallel spaced rails that are mounted approximately perpendicular to the beams. Disclosed embodiments describe a collapsible support structure in which the rails are pivotally mounted to the beams. Rails are preassembled with prefabricated slider clips for holding edge portions of the photovoltaic structures. Rails can also be integrally formed with slider clips. Described herein are also methods of installing one or more photovoltaic structures using the mounting system and methods for manufacturing slider clips and a photovoltaic structure mounting system.;;;
12/959,228;USA;USA;Described herein is a mounting system and slider clips that support simplified installation of photovoltaic structures. The mounting system comprises a support structure which can be mounted to support columns via an optional tilt table. The support structure comprises a plurality of parallel spaced beams and a plurality of parallel spaced rails that are mounted approximately perpendicular to the beams. Disclosed embodiments describe a collapsible support structure in which the rails are pivotally mounted to the beams. Rails are preassembled with prefabricated slider clips for holding edge portions of the photovoltaic structures. Rails can also be integrally formed with slider clips. Described herein are also methods of installing one or more photovoltaic structures using the mounting system and methods for manufacturing slider clips and a photovoltaic structure mounting system.;;;
12/852,454;USA;USA;The present invention relates to a simplified and lower cost two-axes tracker for solar PV (photovoltaic) or CPV (concentrated photovoltaic) solar panel, as well as heliostat solar reflectors and solar Stirling engine. In particular, the disclosure addresses a simplified and gravity centered tracker structure with low cost single or dual linear actuators mounted on the side of ground post which is easier for replacement and maintenance at lower cost.;;;
13/107,600;;USA;A circuit having a plurality of parallel-connected partial circuits for feeding an inverter circuit. A partial circuit comprises an unregulated voltage source with a temporally variable output DC voltage and a synchronous converter having an automatically functioning regulating circuit. The circuit is triggered according to two modes of operation. The first mode of operation is as an upward converter, when the value of the output voltage of the unregulated voltage source exceeds a threshold value, and thus the inverter circuit is supplied with the requisite input voltage. The second mode of operation is as a downward converter, when the value of an output voltage of the unregulated voltage source is below a threshold value, or when there is no output voltage from the unregulated voltage source, in which case a first capacitor is charged from the DC voltage applied to the second terminals.;;;
12/905,349;USA;USA;The solar energy converter for generating electric energy and heated fluid comprises a multi-layer assembly, a photovoltaic panel and a manifold assembly. The multi-layer assembly is a casing and comprises N layers separated by at least one separator floor, each layer has at least one channel adapted to contain a fluid stream, and each layer has a first opening and a second opening. The photovoltaic panel has a top surface and a bottom surface, the bottom surface of the photovoltaic panel contacts the multi-layer assembly. The manifold assembly comprises N passages for containing the fluid streams, the Kth passage is adapted to distribute the fluid stream to be heated into the channel of the Kth layer through the corresponding first opening and collect the heated fluid stream from the channel of the Kth layer through the corresponding second opening, wherein N is a positive integer, K is a positive integer less than or equal to N.;;;
13/131,065;USA;USA;"A system for collecting solar energy using a plurality of energy collection elements arranged in a planar array within a stationary base structure, each comprising: an energy capture unit with optical means of focusing directional sunlight parallel to its axis onto one or more sunlight-to-electricity converters within itself, and means of sensing divergence of its axis from the sun's direction; and an angular positioning unit that orients said capture unit about two nested axes by slidably mounting two arcuate tracks in opposed and perpendicular arcuate slots, a convex track within said energy capture unit and a concave track within said base structure, each said slot equipped with a drive apparatus that engages its respective track and moves the positioner along it. The invention provides methods for determining the shapes and arrangement of such elements so as to maximize aperture efficiency while preventing collisions of adjacent elements.";;;
13/014,191;USA;USA;A bracket assembly for use with a photovoltaic panel frame system. The bracket assembly has an L-shaped member and a base member. A foot portion of the L-shaped member has a lower surface with an arcuate configuration and a plurality of teeth. The base member has an upper surface with an arcuate configuration similar or identical to that of the lower surface of the L-shaped member. The base member further includes a slot for enabling a shaft portion of a threaded fastening member to extend through, while the L-shaped member includes a hole for allowing the shaft portion of the threaded fastening member to pass there through. The teeth allow the L-shaped member and the base member to be quickly secured together so as to provide a desired degree of inclination of the L-shaped member relative to the base member. The slot enables a degree of adjustability between the L-shaped member and the base member so that the bracket assembly can be configured to provide various degrees of inclination to a PV panel being secured by the bracket assembly.;;;
12/977,001;CA ;USA;A solar concentrator assembly can include mirror assemblies that are connected to pivotable frames with locating connections. The locating connections can be in the form of cam devices or tool-less connections formed by snap fitting devices as well as tool-less cam devices.;;;
12/977,006;CA ;USA;A solar concentrator assembly can include edge solar receiver assemblies that are connected to pivotable frames with locating connections. The locating connections can be in the form of cam devices or tool-less connections formed by snap fitting devices as well as tool-less cam devices.;;;
13/212013;Ca;USA;An electric power system includes N electric power sources and N switching circuits, where N in an integer greater than one. Each switching circuit includes an input port electrically coupled to a respective one of the N electric power sources, an output port, and a first switching device adapted to switch between its conductive and non-conductive states to transfer power from the input port to the output port. The output ports of the N switching circuits are electrically coupled in series and to a load to establish an output circuit. Each of the N switching circuits uses an interconnection inductance of the output circuit as a primary energy storage inductance of the switching circuit.;;;
13/253,960;;USA;In one embodiment, there is a mount for a pitched roof. The mount comprises a fastening plate. The fastening plate includes at least one support extending upwardly from the fastening plate to support a pair of mounting surfaces a predetermined distance above the pitched roof. At least a portion of the fastening plate extends laterally from the one or more supports. The pair of mounting surfaces is configured to support at least one photovoltaic panel. The mount further includes a clamp housing between the pair of mounting surfaces and receives a clamp. The clamp comprises a pair of laterally extending clamp plates and at least one clamp stabilizer configured to prevent the clamp plate from tilting when the clamping force is applied.;;;
13/303,360;USA;USA;An apparatus for securing solar panels to a roof includes a photovoltaic cell and a mounting frame sized to receive the photovoltaic cell. The mounting frame is configured to be securely fastened directly to a roof of a structure and form a vapor barrier on the roof.;;;
13/470763;;USA;A cam-actuated connection device joins rail mounting members of a photovoltaic panel array. The connection device slides within channels of mounting members until the members are in a properly positioned grid. When in position, the connection device is rotated to lock the mounting members in a rigid grid network. The connecting device can be subsequently loosened, repositioned and locked into position. The rail-mounting members create a grid for installation of multiple PV panels. The mounting rail allows the unit to remain relatively compact in nature but still covers a wide range of PV panel thicknesses. The rail system has a hinged connection with the mounting rail that allows an installer to assemble the module in a near perpendicular fashion to the mounting rail, make the required electrical connections and then lower the PV module into its working position. The unit is then locked into its working position.;;;
