7352549;;Germany;The subject matter of the present invention is a method of automatically recognizing an electrical system by which both the voltage of an electrical system (2) and the phase angle between phases of the system are monitored so that human technical failure upon connecting a plant (1) to said electrical system (2) be reliably prevented.;;;
7564013;;Germany;A method of matching the power of a photovoltaic system producing electric energy by which a working point at which the system produces maximum power is set by changing the working point in an MPP matching process and by comparing the system power, which changes as a result thereof, is intended to be suited both for stationary characteristic curves and for non stationary generator characteristic curves and to be easy to carry out so that the best working point is always set, even when the system is subjected to external interfering factors. This is achieved in that one or several additional control steps or control cycles are performed in order to track during the matching process a power point changing under external impact for a working point of even higher power to be set.;;;
7632109;;Germany;A connector assembly for connecting the flat conductors of a photovoltaic panel with an electrical component, such as a diode, printed circuit or the like, includes a conductor support body having a base portion adapted for connection with the photovoltaic panel, and a bridge portion carrying a plurality of flat seats with edges around which the free ends of the flat conductors are bent, respectively. A bus bar is provided for each flat conductor, each bus bar including a pair of resilient contacts arranged for engagement with the portion of the associated conductor that is bent around the conductor seat. A protective housing encloses the bus bars and at least the bridge portion of the support body, which housing contains openings for receiving output cables the ends of which are connected with the bus bars.;;;
7484507;;Canada;An integrated, modular solar collector comprising an array of solar collection devices, wherein the array of solar collection devices is mounted in a frame providing for air flow between the devices.;;;
7479774;;Taiwan;The present invention focuses on the development of a high-performance solar photovoltaic (PV) energy conversion system. The power circuit of the invention is made of a two-stage circuit, connecting a step-up DC-DC converter and a full-bridge inverter in serial. The present invention uses an adaptive perturbation and observation method to increase tracking speed of maximum power position and at the same time reduces energy loss. In addition, the full-bridge inverter's output has to have the same phase with the utility power in order to achieve unit power factor and increase the system efficiency. The present invention uses voltage type current control full-bridge inverter to achieve the goal of merging into utility grid. The present invention provides an active Sun tracking system, by utilizing the character of changing in open circuit output voltage with Sun radiation strength to follow the Sun, and decreases the system cost and increases system effectiveness.;;;
7849849;;Germany;The invention relates to a frame assembly for mounting solar modules (1), said frame assembly comprising at least two flat frames which are arranged at a distance, preferably forming a triangle respectively with the frame sides (2, 3, 4) thereof, respectively one frame side (4) being inclined in relation to the surface of the ground or the roof (5). Carrier profiled parts (6, 7) which can be respectively displaced and fixed and are used to support and fix a solar module (1) are respectively arranged on two adjacent frames on the inclined side (4) of the frame. The carrier profiled parts (6, 7) are used to ensure the connection to the adjacently arranged frame sides (2, 3) in such a way that they can be displaced and fixed in relation to each other. The frame sides (2, 3) are also connected in such a way that they can be displaced and fixed in relation to each other and/or comprise at least one length adjustment device.;;;
7817419;;Germany;A solar inverter assembly has a first housing part, which is used as a heat sink, and a second housing part for holding electronic components of the solar inverter. The first housing part has a first air inlet opening, a first air outlet opening and a first air channel connecting the air inlet and air outlet openings. Air flows on the basis of natural convection through the first air channel. The second housing part has a second air inlet opening, a second air outlet opening, and a second air channel which connects the second air inlet opening to the second air outlet opening. Air flows on the basis of natural convection through the second air channel. At least one electronic component, which is insensitive to dust, of the solar converter, for example a transformer or an inductor, is mounted in the second housing part in direct thermal contact with the first housing part and within the second air channel. Those electronic components of the solar inverter that are sensitive to dust;;;
7667963;;Germany;A mount module for an inverter includes a housing element with a recess being open to the front face, for holding a single inverter. The upper face and the lower face of the housing element are complementary to one another, and/or the right side and the left side of the housing element are complementary to one another, and/or the rear face of the housing element is complementary to itself. The respective side or sides and face or faces of the housing element each have at least one connection device. A relatively large number of the mount modules can be disposed one above the other, alongside one another, and/or with their rear faces against one another and can be connected to one another in order, for example, to form a central inverter unit for large photovoltaic installations.;;;
7733679;;Austria;A method for an inverter, for inputting power output by a direct current voltage source in an alternating current voltage network chops the direct current voltage source by a bridge inverter by alternate switching of parallel-mounted and series-mounted circuit elements, in the form of a pulse width modulation, and the chopped power is transmitted via a transformer which is connected between the series-mounted elements. The transmitted power is then rectified and input in the alternating current voltage network via a down-converter transformer. In order to adapt the inverter to the power supplied, the switching times of the circuit elements of the bridge inverter are controlled or regulated. In order to provide a simple way of enhancing performance, the power output by the direct current voltage source is detected in particular on a cyclic or permanent basis and the switching times of the circuit elements of the bridge inverter, in particular the idle times and/or the interval...;;;
7672149;;Germany;"A device (1) for feeding electrical energy from an energy source with variable source voltage into an electric power supply network (15), said device (1) including a transformer (112) for galvanic isolation, a resonant inverter (11) with semi-conductor switches (a-d; A, B), one or several resonant capacitors (17; 18, 19; 20, 21) and one rectifier (113), is intended to provide high efficiency and have galvanic isolation. This is achieved in that the resonant inverter (11) is operated in the full resonant mode if the operating voltage is in an operation point (MPP) and in the hard-switching mode if the voltages exceed the operation point (MPP).";;;
7813153;;Germany;An inverter (1) for feeding electric power into a utility grid (7) or into a load is described. The inverter (1) contains direct voltage inputs (2, 3), one first intermediate circuit (8) connected thereto and comprising two series connected capacitors (C1, C2) that are connected together at a ground terminal (14), two alternating voltage outputs (5, 6) of which one at least is provided with a grid choke (L1) and one bridge section (10). In accordance with the invention, the inverter (1) contains only two switches (S1, S2), which are disposed in the bridge section (10) and are to be switched at high frequency, as well as, between the first intermediate circuit (8) and the bridge section (10), a second intermediate circuit (9) that is devised at least for selectively boosting or bucking the direct voltage and intended for supplying said bridge section (10) with positive and negative voltage, said second intermediate circuit comprising an internal freewheeling (D5, D6) for maintaining.;;;
7843714;;Germany;On an inverter (1) for converting an electric direct voltage, in particular of a photovoltaic direct voltage source into an alternating voltage with a direct voltage input with two terminals (DC+, DC-) and one alternating voltage output with two terminals (AC1, AC2) and with one bridge circuit including semiconductor switching elements (S1-S6), said bridge circuit comprising one first bridge branch (Z1) including four switching elements (S1-S4) and one second bridge branch (Z2) including two additional switching elements (S5, S6) as well as a freewheeling circuit provided with additional diodes (D7, D8), the efficiency is further increased without high frequency interferences and capacitive leakage currents having the possibility to occur on the generator side. This is achieved in that a respective one of the freewheeling diodes (D7, D8) forms a freewheeling branch together with a respective one of the switching elements (S2, S3) located in the first bridge branch (Z1), said freewheeling branch carrying a freewheeling current in a condition decoupled from the direct voltage.;;;
7648371;;Germany;An electrical connecting arrangement includes a locator device mounted on a photovoltaic panel for relatively positioning a connector housing such that a resilient contact on the connector housing is arranged for electrical connection with a stationary rigid contact on the photovoltaic panel that extends in space relation within a chamber contained in the locator device, connection being made via an access opening contained in the locator device. Preferably, the stationary contact is a knife contact having a rectangular configuration defining a pair of parallel end edges that are supported by a pair of support slots defined in the opposed walls of the access opening, thereby to support the stationary contact during the engagement thereof by the resilient contact.;;;
8044533;;Germany;A solar module includes a solar generator for converting incident radiation into electrical power and a solar inverter for feeding the power generated by the solar generator into a power supply system or a load. A variable bias load is connected in parallel with the solar generator and a control device, which drives the variable bias load, detects a presently available power of the solar generator as well as a present no-load loss of the solar inverter, compares the detected power of the solar generator and the detected no-load loss of the solar inverter and enables the power of the solar generator to be fed into the power supply system or the load by the solar inverter only when the detected power of the solar generator exceeds the detected no-load loss of the solar inverter. A method of controlling operation of a solar module is also provided.;;;
7931488;;Germany;A connection and junction box for a photovoltaic solar module having flexible flat conductor band protruding from the surface of the solar module, wherein the connection and junction box has an insertion mouth at its side facing the solar module in mounted state, for at least one flexible flat conductor band of the solar module, and comprises a housing for attaching on the solar module, and a connection device for the flexible flat conductor band, positioned in the housing, the connection device has an electrical contact clamp, which is closed when putting the box on the solar module, and thereby catches and contacts the flat conductor band.;;;
8033859;;Germany;The invention relates to a connection and junction box (1) for a photovoltaic solar module (24), which box in a mounting state, is put on the solar module (24) with open contact clamp(s) (22), and the contact clamps are actively closed for contacting the flexible flat conductor band(s) (28). Preferably, the actuating the contact clamp(s) (22) is automatically carried out by means of a device between two housing parts (2, 50), when putting on.;;;
7952897;;Italy;"Described herein is a system for generating electric power, comprising: an electric-power source (1) having a preferential point of operation; a double-stage inverter (3A, 3B), which transfers the energy from said source to an external a.c.-voltage electrical network (9); a block (5) for identification of the preferential point of operation, which supplies a reference signal according to the conditions of operation of the electric-power source and to the preferential point of operation of said source; a corrector block (10), provided for setting the parameter for control of the boost converter (3A) of the double-stage inverter (3A, 3B) as a function of the reference signal and of a signal of actual operation of said electric-power source, and for maintaining the source in the proximity of the preferential point of operation.";;;
7940032;;Korea;"A power supply having a maximum power point tracking function that controls power switching so that a detected power value is within a reference range having a maximum power point in a predetermined current-voltage curve includes: a converter section switching input power and converting the switched input power into predetermined DC power; and a maximum power point tracking section detecting a power value determined according to a switching operation of the converter section among power values included in a predetermined power-voltage curve, and controlling the switching operation of the converter section so that the detected power value is located within a predetermined reference range having a maximum power value among the power values included in the power-voltage curve.";;;
7899035;;Austria;There is described a communication structure for at least two solar inverters, having a transmission medium by means of which each of the at least two solar inverters is connected to a communication network with a first group of the solar inverters each being connected via an LAN interface to the communication network, and with a further group of the solar inverters being connected to the first group via serial interfaces. Two different network types are therefore provided with the first being suitable for standard LAN technologies with rapid data transmission over short distances, and with the second being suitable for interference-insensitive data transmission over long distances.;;;
7924582;;Germany;"The subject matter of the invention is an inverter (3), more specifically for use in a photovoltaic plant (1) with a direct voltage input (connection terminals 4; 5) for connection to a generator (2) and an alternating voltage output (connection terminals 7; 8) for feeding into an energy supply network (6) as well as with a DC-AC converter (12) with semiconductor switch elements (15) and an intermediate circuit (11), at least one short-circuit switch element (18) being connected in parallel to the generator (2), so that the voltage will not exceed a maximum voltage value neither at the connection terminals (4; 5) of the generator (2) nor between the connection terminals (9; 10) of the inverter. This is achieved in that the inverter (3) comprises, in the intermediate circuit (12), a buffer capacitor (14) that is connected to the generator (2) through a protection diode (17) so that said buffer capacitor (14) will not be discharged upon actuation of the short-circuit switch element (18), the generator (2) working according to a clock rate in the short-circuit mode of operation.";;;
8035369;;Germany;The subject matter of the invention is a method for detecting an isolated network for an inverter (2) carrying a converter voltage that is adapted for connection in parallel with a grid (5) having a mains frequency and electric loads and that is decoupled from the grid (5) by a choke (3), a test signal being superimposed upon the converter voltage at a test frequency the frequency of which is smaller than the mains frequency, the amplitude of the test signal being much smaller than the nominal voltage amplitude of the mains voltage on the one side but still just large enough on the other side for changes in reactive power to be detectable as a result of the test signal, a reactive power share being determined, which oscillates with the test frequency, this share not being allowed to fall below an imposed minimum for an isolated operation to be reliably excluded.;;;
8023288;;Germany;"An inverter (1) for a grounded direct voltage source, in particular for a photovoltaic generator (2), a battery or a fuel cell, for converting the direct voltage into an alternative voltage with a DC-DC converter (3) and a pulse inverter that is supplied by said DC-DC converter (3), said DC-DC converter (3) being configured to be an oscillating circuit inverter and comprising a series resonant oscillating circuit, said DC-DC converter (3), which is configured to be an oscillating circuit inverter, being configured to be a series-compensated oscillating circuit inverter with a choke (L1) and a series-mounted capacitor array consisting of two or several oscillating circuit capacitors, a rectifier bridge branch including 2 diodes (D3, D4; D5, D6, . . . ), being connected to each of the partial oscillating circuit capacitors, said rectifier bridge branch being connected with its positive or its negative pole to output side intermediate circuit capacitors which are preferably connected in series so that said DC-DC converter (3) delivers at least two bipolar output voltages and is combined with the pulse inverter (4) with a divided voltage intermediate circuit that is supplied from the oscillating circuit inverter.";;;
8036005;;Germany;A switching apparatus for grounding an inverter (3) that converts a direct current voltage into an alternative current voltage at mains frequency, with an inverter housing (7) and with a safety fuse (8) that connects a positive or a negative direct current voltage to a grounding terminal, is intended to be provided such that a technician has the possibility of grounding an inverter appliance optionally positively or negatively at little expense, with the possibility for an IP-65 region of the appliance to remain closed. This is achieved in that a safety fuse (8), which is accessible and can be plugged from the outside, is arranged on said inverter housing (7) and can be contacted optionally to a positive or a negative direct current voltage in such a manner that either a positive or a negative direct current voltage is grounded through said safety fuse (8).;;;
7955134;;Germany;A photovoltaic inverter with an inverter housing includes at least a first chamber and a second chamber separated by a wall. The first chamber has a higher Ingress Protection (IP) rating than the second chamber. The first chamber accommodates at least one electronic component part of the photovoltaic inverter. A surface of the wall facing the second chamber provides a plurality of fuse housings. Each of the fuse housings accommodates a fuse and being coupled to a plug connector electrically connected to the fuse. The plug connectors provide electrical connections to the first chamber.;;;
8053930;;Germany;A solar power plant with a plurality of photovoltaic modules for generating a power to be fed in a multi-phase grid, several photovoltaic strings, which are allocated to different phases, being connected to a primary side of a mains transformer and at least one inverter for converting the direct voltage generated by the photovoltaic modules into an alternating mains voltage conforming to the grid being provided and said mains transformer being provided with a neutral conductor and with a grounded terminal, is intended to be improved in such a manner that the life of the photovoltaic modules, in particular in case of thin-film modules, is increased, allowing for high conversion efficiency of the inverters at low wiring costs. This is achieved in that an additional direct voltage source is inserted between the neutral conductor and ground in such a manner that the potential of the photovoltaic strings is displaced and that a bias voltage is set, which is different from zero volt.;;;
7900361;;Israel;A converter circuit providing multiple current bypass routes between the output leads to provide reliability in a series connection of several converters. If the converter malfunctions due to component failure, the current bypass routes provide a path for the current that views the malfunctioning converter as substantially a short. Diodes prevent backflow into the power source connected to the converter. Redundancy is provided in the bypass portions of the converter circuit that provides alternate parallel paths in case a defective component in one of the paths opens the circuit along that path. In one example, the converter is implemented as a buck plus boost converter where either the buck or the boost portion or both are operative responsive to a controller controlling the switches of both portions. Most of the converter circuit may be implemented in an integrated circuit.;;;
8004117;;Israel;A converter circuit providing multiple current bypass routes between the output leads to provide reliability in a series connection of several converters. If the converter malfunctions due to component failure, the current bypass routes provide a path for the current that views the malfunctioning converter as substantially a short. Diodes prevent backflow into the power source connected to the converter. Redundancy is provided in the bypass portions of the converter circuit that provides alternate parallel paths in case a defective component in one of the paths opens the circuit along that path. In one example, the converter is implemented as a buck plus boost converter where either the buck or the boost portion or both are operative responsive to a controller controlling the switches of both portions. Most of the converter circuit may be implemented in an integrated circuit.;;;
7866099;;Japan;A mounting structure of a solar cell module includes a fastening for mounting the solar cell module on a lateral beam. The fastening includes a body, and a plurality of hooks formed at an end of the body. The hooks have a hook having a form bent toward one side, having an end directed downward and serving as a first hook, and a hook having a form bent away from the one side, having an end directed downward and serving as a second hook. The hooks are opposed to and engaged with a projection of a hooked and L-shaped form formed on the solar cell module.;;;
7896000;;Canada;An integrated, modular solar collector comprising an array of solar collection devices, wherein the array of solar collection devices is mounted in a frame providing for air flow, piping and/or electrical connections between the devices.;;;
8138411;;Germany;The photovoltaic system includes a plurality of photovoltaic modules which are connected to form a string or several strings connected in parallel, thereby forming a photovoltaic generator having a positive terminal and negative terminal. A DC constant voltage source connected to the photovoltaic generator to raise the potential of the positive terminal relative to ground potential. This reduces the flow of electrons out of the TCO layer of the modules, thereby reducing or completely eliminating cathode discharges which damage the modules.;;;
8106543;;Taiwan;A solar generator distributive performing maximum power point tracking (MPPT) has a plurality of solar cell modules formed by electrically connecting multiple solar cells, and a power conversion and transmission unit electrically connected with two power output terminals of the solar cell module. Each of the solar cells has a solar chip having two DC power output terminals and an MPPT unit having two power input terminals electrically connected with the two DC power output terminals, and two power output terminals. The solar generator performs MPPT associated with each solar cell, thereby ensuring the output power of the entire system a maximum power. When performing MPPT in a conventional inverter, maximum power of each solar cell is effectively acquired.;;;
8169805;;Germany;A method for operating an inverter for converting direct voltage into alternating voltage, having two direct-voltage terminals and two alternating-voltage terminals, between which a plurality of power switching elements clocked at high-frequency are connected. The high-frequency clocking of the power switching elements of the inverter is switched off around a zero transition of the alternating voltage for a period which depends on the direct voltage present at the direct-voltage terminals of the inverter and/or the output power of the inverter, so that no current is generated in time intervals with a poor efficiency at the alternating-voltage terminals of the inverter.;;;
8148849;;Italy;There is described a plant (1) for converting solar energy into electrical energy, comprising a photovoltaic generator (2a) including at least one string (2) of photovoltaic modules (M), a pulse generator (31) able to send electrical pulses to the input of the string (2), a signal detector (OP) arranged at the output of the string (2) and able to detect, at the output of the string (2), the presence of a signal which is a function of the electrical pulses at the input, and alarm means connected to the signal detector (OP) and able to generate an alarm in the event that there is no signal at the output of the string (2).;;;
8097818;;Germany;The invention concerns a panel box, for the electrical connection of a photovoltaic module for a solar installation, with a base piece (1) for mounting on the photovoltaic module and for the electrical connection of a connection line of the photovoltaic module, and with another part for placement on the base piece (1). According to the invention, the other part is designed as a functional part (2), having at least one functional device performing an electrical and/or electronic function. This provides a panel box which is easy to install and, what is more, it enables an easy replacement of a defective component in event of a fault.;;;
8196360;;Canada;The invention provides a modular system that includes a composite tile, with or without integrated photovoltaic cells, a track system for assembly of the tiles to a structure, and a wiring system for the photovoltaic tile. The track and tiles are made of composite material. Molding and extrusion processes can be used for the manufacturing of the tile and track, including the integration of photovoltaic cells. The track lengths are fastened to the structure. The track and tile have mating features, such that the tile can be interlocked with the track. Adjacent tiles are installed with overlap. Photovoltaic cells can be molded into or assembled with the tile. A busbar or wire harness is assembled to the track. When the photovoltaic tile is interlocked with the track, the connectors of the photovoltaic cells engage the busbar or wiring harness to provide an electrical connection.;;;
8218344;;Germany;A bidirectional inverter is disclosed, the inverter including DC terminals and being connectable to a grid via grid AC terminals. The inverter includes a first sub inverter and a second sub inverter, both sub inverters being connected in parallel to the DC terminals, and being connected in parallel to the grid AC terminals by sub inverter AC terminals. Each sub inverter includes a full bridge and a switchable freewheel path, both being configured to drive current between the grid AC terminals in a driving direction, and configured to block a current between the grid AC terminals in a blocking direction opposite the driving direction. The driving direction of the first sub inverter is the blocking direction of the second sub inverter.;;;
8213133;;Germany;The subject matter of the present invention is a load breaker arrangement (1) for switching on and off a DC current of a DC current circuit in a photovoltaic plant with a semiconductor switching element (4) to avoid a switching arc, there being provided an electronic control unit (5) configured such that one or more signals are received by the control unit, and the load breaker arrangement (1) being configured such that in at least one current-carrying line of the DC current circuit there is galvanic separation by a switching contact that is automatically controllable by the control unit (5) in the switched-off condition and one or more control signals being transmitted to the load breaker arrangement (1) and a semiconductor switching element (4) interrupting the DC current so that the switching contact is de-energized, whereby the signals are flaw signals that are received in case of a flaw in the PV generator, inverter or on the AC side, the DC current circuit being automatically switched on or off by the control signals in case of at least one flaw, said arrangement being configured such that, during switch off, said semiconductor switching element (4) is at first closed in a first step, the switching contacts (K1, K2) of a first switching means are opened in a second step for the DC current to flow through said semiconductor switching element (4), said semiconductor switching element (4) being again opened in a third step and switching contacts (K1, K2) of a second switching means being opened in order to cause galvanic separation to occur and that an additional manually operable load breaker (8) is connected, said manually operable load breaker (8) being a manually breakable DC current connecting system with plug contacts for photovoltaic plants that is provided with an electronic arc quenching system.;;;
8212409;;Germany;A method of activating a Multi-String inverter for photovoltaic generators (1a, 1b) of a photovoltaic plant (6), the Multi-String inverter incorporating on the input side a separate DC-DC converter (2a, 2b) for each generator string (photovoltaic generator) (1a, 1b) and each output of the DC-DC converters (2a, 2b) being connected in parallel and to an input of a DC-AC converter (3) and the DC-AC converter (3) being connected with an alternating current mains (4) for feeding into the mains aims at improving efficiency. This is achieved in that one or several electrical variables, namely input current, input voltage and/or input power are measured at each DC-DC converter (2a, 2b) and at least one of the DC-DC converters (2a, 2b) changing its operating condition as a function of this measurement when a limit value and/or a range is exceeded in such a manner that its power loss is reduced so that the energy yield of the photovoltaic plant (6) is increased.;;;
8094475;;Germany;On an inverter for feeding power of a direct voltage source, in particular of a photovoltaic generator (PVG), into an alternating voltage mains (N), with an asymmetrically clocked bridge circuit with at least two first switches (S1, S2) clocked at mains frequency and with at least two second switches (S3, S4) clocked at a higher clock frequency, the efficiency is intended to be improved at low cost. This is achieved in that slow speed switches (S1, S2) of equal temperature stability are utilized for the mains frequency and that fast speed switches (S3, S4) with steeper switching slopes and higher temperature stability are utilized for the higher clock frequency, the fast speed switches (S3, S4) being locally separated from the slow speed switches (S1, S2).;;;
8138638;;Germany;The object of the invention is a high-efficiency DC/DC converter, in particular for photovoltaic plants, incorporating a transformerless DC/DC converter operated in the resonant mode of operation for converting a unipolar direct input voltage with an associated positive pole (+) and with a negative pole (−). There is imposed a resonance circuit incorporating at least one resonance inductance and at least one resonance capacitance, each resonance capacitance being connected to a respective one of the rectifier circuit arrangements in such a manner that the bipolar direct output voltage is provided, a voltage boosting circuit arrangement being connected to each resonance capacitance and to the rectifier circuit arrangement.;;;
8169226;;Germany;The subject matter of the invention is a method of measuring a grounding current of a photovoltaic power system incorporating a photovoltaic inverter, a measurement current being led through two shunts (Rs1, Rs2) disposed at different points, the measurement current being a current that may flow alternatively at two different points at different electric potentials, the current flowing at a potential that differs by at least 50 V from the potential of the point of evaluation, the shunts (Rs1, Rs2) being inserted in such a manner in a current mirror circuit that the voltage drop caused by the measurement in the shunts generates an asymmetry in the current mirror the magnitude of which is proportional to the measurement current, and the measurement current being the grounding current of the photovoltaic power system with optional positive or negative pole grounding.;;;
8194429;;Germany;"An inverter has two input lines; an inverter bridge connected between the input lines and including at least one half-bridge having two normally conductive gate-controlled semiconductor switches; a controller which supplies control voltages to the gates of the semiconductor switches in an operative state of the inverter; and a DC voltage source for supplying an auxiliary control voltage to the gates of the semiconductor switches in an inoperative state of the inverter so as to hold the inverter bridge in a non-conductive state between the input lines. The DC voltage source has a charging unit connected between the input lines in series with a further normally conductive gate-controlled semiconductor switch, and charging a storage unit for electric charge, which is connected to the gate of the further semiconductor switch such that this switch becomes non-conductive, when the storage unit has been sufficiently charged for providing the auxiliary control voltage.";;;
8136783;;Germany;A system for assisting solar power generation contains several racks for fastening power conversion modules. The racks each have a pivot axis and are mounted for pivotal movement about the pivot axis. The racks each have a lever, a movement of the lever causing a respective one of the racks to pivot. A coupling rod is provided on which the levers are each carried for rotation. The coupling rod couple the levers of the racks together and are further coupled to a linear drive unit so that the racks may be caused to pivot together through an action of the linear drive unit. A common mounting configuration mounts the racks so as to have the pivot axis carried on the common mounting configuration. The linear drive unit has a first end hinge-linked to the common mounting configuration and a second end hinge-linked to the coupling rod.;;;
8189352;;Italy;The present invention concerns a single stage inverter device for power converters, comprising switching means (M1-M4) capable to periodically connect an energy source, in particular a photovoltaic one, to an electric network or grid, the switching means (M1-M4) being controlled by controlling electronic means operating according to a single switching cycle control of the switching means (M1-M4), the operative and circuit device parameters being such to fulfill a series of constraints simultaneously optimizing both the maximum power point tracking or MPPT (Maximum Power Point Tracking) and the output power factor or PF-out (Power Factor-output) for one or more operation conditions. The present invention further concerns the related method of controlling and the related method of scaling such device.;;;
8177566;;Germany;A connector apparatus connects the flat electrical conductors of a photovoltaic panel with a plurality of insulated electrical output conductors, respectively. The terminal portions of the flat conductors are bent into electrical engagement with corresponding blade contacts mounted on the photovoltaic panel. A plurality of resilient first electrical contacts are clamped in electrical engagement with the flat conductor bent portions, respectively, and a plurality of second electrical contacts are connected with the output conductors, respectively. An electrical circuit including a plurality of diodes is connected between the first and second electrical contacts. In order to dissipate the heat generated by the diodes, the diodes are mounted on a heat conducting plate that transmits the heat toward the photovoltaic panel. A cover member formed of heat conducting material is adhesively secured to the panel to enclose the connector arrangement, thereby to also transfer the diode-generated heat to the panel.;;;
11/046,201;;Japan;"A photovoltaic power generation system comprises: a rectangular- or square-shaped solar cell module M including one or more solar cell elements 5; first and second racks 101, 102 assembled to opposite sides of the solar cell module M, respectively; and a weight member 104 disposed at a predetermined place of the first rack 101 and/or the second rack 102. The system is adapted to be held to place by means of the weight member 104 in order that the solar cell module M may not be blown away by the wind. Therefore, the system may be used simply by placing the system on an installation surface such as a flat roof. This results in the reduction of the number of assembly steps involved in installation works and the reduction of fabrication costs and time. Thus is achieved cost reduction.";;;
10/516,646;;Netherlands;In a solar power system a boost converter is used comprising a choke and a transformer. Alternately the choke is boosted in a first time interval while power transfer is taking place in a second time interval by means of the transformer. When the input voltage supplied by a solar panel is increased the first time interval is decreased while the second time interval is increased. As a result the boost converter can handle a wide range of input voltages.;;;
11/315,327;;Japan;A support system for installing a photovoltaic power generator with photovoltaic modules comprising: calculation means for calculating an installation area of the modules on the basis of geographic information.;;;
