7000395,"Jhongli, TW",,Taiwan,"A hybrid clean-energy power-supply framework integrates a fuel cell, solar cell, and wind energy, applies a max power tracking rule, raises the output power of a solar cell and wind energy to supply a power load and transfer the surplus electrical energy to a water-electrolyzing apparatus for producing hydrogen and oxygen, and provides a fuel for a fuel cell power generating system. Furthermore, the present invention utilizes features of each clean-energy power generating system, depends on the powerful calculation capacity of a central processing unit to monitor and dispatch each power generation and supply system, and thus ensures the reliability of supply power and reduces the power generation cost. Such a framework can selectively grid-connect with the utility power or run as a stand-alone power supply system and has a mechanism for preventing the island effect."
7256566,"Dearborn, MI",MI,USA,"The maximum power point (MPP) of a photovoltaic array that can be coupled to power inverter is determined. A capacitor on a DC-bus side of the inverter is used as a load from which I-V characteristics of the photovoltaic array can be generated. The photovoltaic array is connected to the capacitor, which has been previously discharged by a bleed down resistor. Short circuit current, open circuit voltage, and values of current and voltage as the capacitor charges are determined and used to generate I-V characteristics of the photovoltaic array. From the I-V characteristics, the MPP can be calculated."
7158395,"Dearborn, MI",MI,USA," A power system employs an outer voltage feedback loop and an inner current feedback loop to control a power converter, such as a DC to AC inverter for transferring electrical power between a power source, for example a photovoltaic array, and a load, for example a power grid. The outer loop accommodates variations in the output of the power source, for example accommodating anomalies in IV characteristics such as IV droop characteristic associated with photovoltaic cells. The outer loop may employ a first control regime or a second control regime, for example, dependent on whether a DC bus voltage or power is smaller than a value corresponding to measurement resolution or expected noise. "
7161082,"Tokyo, Japan",,Japan,"There are provided a restricted area including an area in which solar cell modules are installed, a preventer for preventing intrusion of an intruder into the restricted area, and a detector capable of detecting the intrusion of the intruder into the restricted area, and a predetermined electric shock preventer is activated by a signal outputted from the detector upon detection of the intruder to prevent the intruder from receiving an electric shock."
7156088,"Pasadena, CA",CA,USA,"A solar collector structural support system that affixes to a mounting surface without penetrating the mounting surface is disclosed. The invention in the preferred embodiment includes a junction element adapted to receive: a plurality of leg members; at least one footing adapted to engage frictionally a mounting surface; and a structural support member; wherein a first junction element of the plurality of junction elements receives: a proximal end of a first leg member and a first structural support member. In addition, the junction element may be adapted to receive a ballast element and the ballast element may be adapted to engage a leg member."
7307209,"Perrysburg, OH",OH,USA,"A photovoltaic array includes a plurality of elongated rails and rectangular photovoltaic modules. Each rail can have an extruded resin construction and can include a lower base and an upper cap that cooperate to define a pair of grooves that open in opposite directions from each other. The elongated rails can be mounted on a support surface and extend in a spaced and parallel relationship with each other. During mounting, edges of the photovoltaic modules can be received by the grooves. In this way, the photovoltaic modules can be mounted above the support surface in a spaced relationship from the support surface."
7274975,"Washington, DC",DC,USA,"Methods and systems are provided for optimizing the control of energy supply and demand. An energy control unit includes one or more algorithms for scheduling the control of energy consumption devices on the basis of variables relating to forecast energy supply and demand. Devices for which energy consumption can be scheduled or deferred are activated during periods of cheapest energy usage. Battery storage and alternative energy sources (e.g., photovoltaic cells) are activated to sell energy to the power grid during periods that are determined to correspond to favorable cost conditions."
7227278,"Hauppauge, NY",NY,USA,"A multiple bi-directional input/output power control system includes a network of functional blocks housed in a single enclosure, providing DC power to one or more DC loads, and providing control and internal pathways, sharing one or more AC and/or DC power inputs. The system feeds back AC power from the DC power source into an AC input connection, and the fed-back AC power is shared by other AC loads. The system operates at least one alternative source of DC in a dynamic manner, allowing maximization of power generating capability at respective specific operating conditions of the moment."
7155870,"Berkeley, CA",CA,USA,"A shingle system, mountable to a support surface, includes overlapping shingle assemblies. Each shingle assembly comprises a support bracket, having upper and lower ends, secured to a shingle body. The upper end has an upper support portion, extending away from the shingle body, and an upper support-surface-engaging part, engageable with a support surface so that the upper edge of the shingle body is positionable at a first distance from the support surface to create a first gap therebetween. The lower end has a lower support portion extending away from the lower surface. The support brackets create: (1) a second gap between shingle bodies of the first and second shingle assemblies, and (2) an open region beneath the first shingle assembly fluidly coupling the first and second gaps."
7297866,"San Jose, CA",CA,USA,"In one embodiment, a photovoltaic frame assembly comprises a photovoltaic module and a frame having a plurality of air vents. The air vents allow air to flow into the frame and thereby cool the photovoltaic module. The frame may be installed in-line with another such frame to allow air flow between frames. The air vents may be located within a perimeter of the frame to allow for structural integrity while remaining aesthetically pleasing. The frame may include an inner lip, an outer lip, or both to provide different mounting options to accommodate different sites. The frame may comprise a plurality of frame members, such as extrusions including the air vents."
7260918,"Albuquerque, NM",NM,USA,"A system for removably and adjustably mounting a device on an object is provided. The system for removably and adjustably mounting a device on an object, according to the present invention, includes an apparatus and method useful for removably and adjustably mounting one or more photovoltaic modules on an object such as a pole or roof, and includes one or more triple track rails. Also included are one or more connector brackets that are demountably attachable to the one or more triple track rails and to the object."
7406800,"Saratoga, CA",USA,USA,"An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices."
7465872,"Niskayuna, NY",NY,USA,Photovoltaic power converter system including a controller configured to reduce load harmonics is provided. The system comprises a photovoltaic array and an inverter electrically coupled to the array to generate an output current for energizing a load connected to the inverter and to a mains grid supply voltage. The system further comprises a controller including a first circuit coupled to receive a load current to measure a harmonic current in the load current. The controller includes a second circuit to generate a fundamental reference drawn by the load. The controller further includes a third circuit for combining the measured harmonic current and the fundamental reference to generate a command output signal for generating the output current for energizing the load connected to the inverter. The photovoltaic system may be configured to compensate harmonic currents that may be drawn by the load.
7414870,Ludenscheid,,Germany,"An inverter includes an intermediate circuit, inverter bridge branches downstream of the intermediate circuit for outputting a power signal, and a controller operable for individually turning on and off the inverter bridge branches. The controller may individually turn on and off the inverter bridge branches as a function of an electrical quantity. The electrical quantity may be indicative of a voltage or a change in voltage occurring in the intermediate circuit during operation of the inverter. The electrical quantity may be indicative of the output power signal. The inverter bridge branches may include three inverter bridge branches."
7397653,"Bend, OR",OR,USA,"An inverter component layout and mounting bracket are disclosed which allow for electrical components, or the inverter as a whole to be replaced easily in the field. The disclosed mounting bracket and component layout also improve the heat rejection properties of the inverter."
7432618,Bend OR,OR,USA,A method for detecting and interrupting an electrically islanded condition for a grid connected current source inverter is disclosed in which: A line voltage frequency is monitored at a cycle or sub cycle resolution. Current output from the inverter is periodically phase shifted. If voltage is observed to follow the phase shift of the current output an islanding error signal is generated causing the inverter to stop injecting power onto the line.
7433215,"Bend, OR",OR,USA,A method for the startup of a solar power three-phase inverter in which a waiting period is increased between successive attempts to start the inverter. This method allows the inverter to start up in a reasonable amount of time while avoiding excessive cycling during prolonged periods of low light.
7900407,Berkley CA,CA,USA,A frame assembly is provided for a solar module. The frame assembly includes a plurality of frame members that are structured to collectively support and hold a first solar panel. At least one of the plurality of frame members is structured to adjoin a frame member of a second solar module in forming a joining with the frame member of the second solar module over a length where the frame member of the first and second solar module adjoin.
7435897,"Billerica, MA",MA,USA,"Rectangular PV modules (6) are mounted on a building roof (4) by mounting stands that are distributed in rows and columns. Each stand comprises a base plate (10) that rests on the building roof (4) and first and second brackets (12, 14) of different height attached to opposite ends of the base plate (10). Each bracket (12, 14) has dual members for supporting two different PV modules (6), and each PV module (6) has a mounting pin (84) adjacent to each of its four corners. Each module (6) is supported by attachment of two of its mounting pins (84) to different first brackets (12), whereby the modules (6) and their supporting stands are able to resist uplift forces resulting from high velocity winds without the base plates (10) being physically attached to the supporting roof structure (4). Preferably the second brackets (14) have a telescoping construction that permits their effective height to vary from less than to substantially the same as that of the first brackets (12)."
7411802,Niestetal,,Germany,"An inverter is devised to avoid high-frequency voltages at input terminals and to allow good efficiency thanks to its simple and cost-optimized circuit layout. This is achieved by a method of converting a direct current voltage, more specifically from a photovoltaic source of direct current voltage, into an alternating current voltage at a frequency through a bridge circuit comprising switching elements (V1-V 4) and free-wheeling elements (D1-D4), said switching elements (V1-V4) being on the one side gated at the frequency and on the other side clocked at a high clock rate, a direct current voltage circuit, an alternating current voltage circuit and a plurality of free-wheeling phases being provided. It is provided that, during the free-wheeling phases, the alternating current voltage circuit is decoupled from the direct current voltage circuit by means of a switching element disposed in the direct current voltage circuit, a free-wheeling current flowing through one of the free-wheeling elements (D1) in the bridge circuit when in the decoupled state."
7338311,Niestetal,,Germany,"The object of the invention is a protective device for a load carrying apparatus for preventing or reducing an electric arc during separation of the load current carrying plug connectors (2) using a switch (7) that reduces the load current to such an extent that the load current that remains is harmless, with a protective cover (5) for the load current plug connectors (2), said cover being securable to the apparatus and making it more difficult to remove the load current plug connectors (2) as long as it is secured to the apparatus, said protective cover (5) comprising a means that is operably connected to the switch in such a manner that the load current is reduced by the switch (7) when the protective cover is removed from the apparatus, said protective cover (5) comprising electrical contacts (10) for an electrical means and for electrical connection to additional contacts on the apparatus so that the contacts (10) of the protective cover (5) are separated from the additional contacts (11) and the load current is reduced when the protective cover is being removed."
7471073,Niestetal,,Germany,A method of finding a power maximum of a photovoltaic generator using an MPP regulator of a photovoltaic current converter by means of which a maximum generator power is set at an operating point of the generator's characteristic curve is intended to supply improved efficiency when the generator is partially shadowed. This is achieved by switching the MPP regulator off in order to next load and/or unload the generator to allow a new operating point of the generator's characteristic curve to set and by next switching the MPP regulator on again.
7352549,Niestetal,,Germany,The subject matter of the present invention is a method of automatically recognizing an electrical system by which both the voltage of an electrical system (2) and the phase angle between phases of the system are monitored so that human technical failure upon connecting a plant (1) to said electrical system (2) be reliably prevented.
7435134,"Richmond, CA",CA,USA,"An electrically conductive mounting/grounding clip, for use with a photovoltaic assembly of the type having an electrically conductive frame, comprises an electrically conductive body. The body has a central portion and first and second spaced-apart arms extending generally perpendicular to the central portion. Each arm has an outer portion with each outer portion having an outer end. At least one frame surface-disrupting element is at each outer end. The central portion defines a plane with the frame surface-disrupting elements pointing towards the plane. In some examples each arm extends from the central portion at an acute angle to the plane."
7372709,"Chicago, IL",IL,USA,"Apparatus for conditioning power generated by an energy source includes an inverter for converting a DC input voltage from the energy source to a square wave AC output voltage, and a converter for converting the AC output voltage from the inverter to a sine wave AC output voltage."
7434362,"Albuquerque, NM",NM,USA,"A system for removably and adjustably mounting a device on a surface is provided. The system for removably and adjustably mounting a device on a surface, according to the present invention, includes an apparatus and method useful for removably and adjustably mounting one or more photovoltaic modules on a surface such as a roof, and includes one or more dual track rails. Also included are at least one clamp configurable in at least two different constructions for securing the rails to a footing grid."
7365266,"Auburn Hills, MI",MI,USA,"The present invention discloses a system and method for mounting a flexible material, such as a web of photovoltaic material, onto a surface, such as a roof. The system and method comprises providing a first and a second elongated web of flexible material and disposing the first and second webs on the surface in a longitudinally aligned relationship with one another, wherein a first edge of said first web abuts a first edge of said second web to form a longitudinal engagement point to produce a substantially triangular shape. At least one clamping strip is secured onto the longitudinal engagement point, wherein the clamping strip(s) is adapted to secure the longitudinal engagement point in a stable position for the length of the web. At least one batten cap is clamped onto the clamping strip(s), wherein the batten cap(s) is adapted to secure the clamping strips. Additionally, securing means, such as screws, nails or adhesives, may be incorporated to attach the sides of the substantially triangular shape to the surface."
7372709,"Chicago, IL",IL,USA,"Apparatus for conditioning power generated by an energy source includes an inverter for converting a DC input voltage from the energy source to a square wave AC output voltage, and a converter for converting the AC output voltage from the inverter to a sine wave AC output voltage."
7324361,"Torrance, CA",CA,USA,"An inverter for use in connecting a DC power source to the utility grid includes a single DC-AC conversion stage, maximum (source) power tracking, and current control based on feed-forward compensation as a function of input power voltage error, rectified utility line voltage, and a scaled inverse of RMS utility line voltage. Various topologies of the inverter power stage are developed for bi-directional power-flow operation after those developed for unidirectional power-flow operation. Various embodiments also include over-voltage protection, over-current protection, under-voltage protection, over-temperature protection, and stand-by battery with battery management control, while still others are adapted for a multiple-channel front-end distributed power system with distributed maximum power tracking for serving as a single DC power source input to the inverter system downstream with controllers, emergency or auxiliary loads, and alternative current feedback control systems. Improved control architectures are developed with bipolar sensing of the inverter output current and a bipolar sinusoidal reference signal."
7619200,"Fort Collins, CO",CO,USA,"A photovoltaic system, method and apparatus are disclosed. In an exemplary embodiment, the system includes a first and second inputs adapted to couple to a first and second rails of a first photovoltaic array; a power converter coupled to a first rail of a second photovoltaic array and a second rail of a third photovoltaic array; and an interface portion coupled to (i) the first and second inputs, (ii) a second rail of the second photovoltaic array, and (iii) a first rail of the third photovoltaic array, the interface portion configures to isolate the first photovoltaic array from the second and third photovoltaic arrays and to modulate and application of voltage from the photovoltaic array to the second and third photovoltaic arrays so as to adjust a voltage applied from the three photovoltaic arrays to the power converter."
7610174,"Santa Clara, CA",CA,USA,"A distributed power generation system enabled for assured reliability comprises a direct current power source, a direct current to alternating current converter (DTAC), electrically coupled to the direct current power source, the DTAC comprising a reliability limiting component (RLC) and a sensor for sensing a measurable parameter of the RLC. A decision engine is communicatively coupled to the sensor, and is operable to determine a lifetime estimate for the RLC based on the measurable parameter. A service provider is communicatively coupled to the decision engine by a communication system to receive a signal communicating the lifetime estimate. The service provider schedules preventative maintenance based on the signal communicating the lifetime estimate."
7605498,"Fort Collins, CO",CO,USA,"A high efficiency photovoltaic DC-DC converter achieves solar power conversion from high voltage, highly varying photovoltaic power sources to harvest maximum power from a solar source or strings of panels for DC or AC use, perhaps for transfer to a power grid at high power levels with coordinated control possible for various elements. Photovoltaic DC-DC converters can achieve efficiencies in conversion that are extraordinarily high compared to traditional through substantially power isomorphic photovoltaic DC-DC power conversion capability that can achieve 97%, 98%, 99.2% efficiency, or even only wire transmission losses. Switch mode impedance or voltage conversion circuit embodiments may have pairs of photovoltaic power interrupt switch elements and pairs of photovoltaic power shunt switch elements to first increase voltage and then decrease voltage as part of the desired photovoltaic DC-DC power conversion."
7576282,"Sharon Center, OH",OH,USA,"A photovoltaic awning assembly includes a sheet of material carrying photovoltaic strips thereon. A rotatable roll receives the sheet of material and has a contoured drum at opposite ends thereof for deploying and retrieving the sheet of material through the use of a cable connected to a boom at an opposite end of the sheet. A pair of support tubes extend along opposite sides of the sheet of material, and support legs serve to position the sheet. In one embodiment of the invention, one of the support legs is out of plane with the others, introducing a saddle surface in the sheet of material to provide it with stability to resist wind. The roll for retrieving and maintaining the material is constructed of a non-metallic material such as corrugated fiberglass sheet, rolled about take-up drums at opposite ends thereof, and having reinforcing flanged disks in the interior thereof. The corrugations provide conduits for the passage of electrical conductors to an externally maintained control box. Retracting of the awning sheet is facilitated by means of a spring maintained in side rails that is loaded when the awning is deployed, and which assists in the retraction of the awning, when required. A cable is interposed between the boom of the awning and the take-up drum, passing through a pulley arrangement to achieve the desired loading of the spring. An adjustment of the spring tension is provided by bolt adjustment."
7502241,"Bend, OR",OR,USA,A method for the startup of a solar power inverter in which a waiting period is increased between successive attempts to start the inverter. This method allows the inverter to start up in a reasonable amount of time while avoiding excessive cycling during prolonged periods of low light.
7481211,"New York, NY",NY,USA,"A method and apparatus for mounting solar panels is provided. Preferably, the apparatus includes a base, a solar panel receiving structure, and a support structure coupling the base to the solar panel receiving structure such that the solar panel receiving structure is at least one of elevated and angled relative to the base. The solar panel receiving structure preferably includes a base member, a first side member coupled to the base member, and a second side member coupled to the base member. Preferably, the first side member and the second side member are slotted so as to slidably receive at least one solar panel between the first side member, the second side member, and the base member."
7531741,"Albuquerque, NM",NM,USA,"The present invention comprises a tracking solar power array that provides shelter to items disposed beneath the solar power array, particularly to vehicles."
7574842,"Billerica, MA",MA,USA,Rectangular photovoltaic (PV) modules are mounted on a building roof by mounting stands that are distributed in rows and columns. Each stand comprises a base plate and first and second different height brackets attached to opposite ends of the base plate. Each first and second bracket comprises two module-support members. One end of each module is pivotally attached to and supported by a first module-support member of a first bracket and a second module-support member of another first bracket. At its other end each module rests on but is connected by flexible tethers to module-support members of two different second brackets. The tethers are sized to allow the modules to pivot up away from the module-support members on which they rest to a substantially horizontal position in response to wind uplift forces.
7564013,Niestetal,,Germany,"A method of matching the power of a photovoltaic system producing electric energy by which a working point at which the system produces maximum power is set by changing the working point in an MPP matching process and by comparing the system power, which changes as a result thereof, is intended to be suited both for stationary characteristic curves and for non stationary generator characteristic curves and to be easy to carry out so that the best working point is always set, even when the system is subjected to external interfering factors. This is achieved in that one or several additional control steps or control cycles are performed in order to track during the matching process a power point changing under external impact for a working point of even higher power to be set."
7622666,"Monrovia, CA",CA,USA,"The present invention relates to photovoltaic power systems, photovoltaic concentrator modules, and related methods."
7557292,"Richmond, CA",CA,USA,"A modular shade system with solar tracking panels includes a series of generally North-South oriented, spaced apart torque tubes, each torque tube having an axis, a series of panels mounted to at least some of the torque tubes to create spaced-apart rows of panels along the torque tubes, at least some of the panels being solar collector panels. The system also includes a shade structure, positioned at a selected location between selected ones of the torque tubes and above the support surface so to provide an enhanced shaded region thereunder, and a support structure. The support structure includes a first mounting assembly mounting each torque tube above the support surface for rotation about the axis of each torque tube and a second mounting assembly supporting the shade structure at the selected location. The system further comprises a tilting assembly selectively rotating each torque tube about its axis."
7600349,"Albuquerque, NM",NM,USA,"The specification and drawing figures describe and show a low profile mounting system that includes a at least one rail. A plurality of tracks is formed in the rail with opposing jaws. The opposing jaws define a slot. The opposing jaws are disposed in the rail asymmetrically to the longitudinal axis of the rail. At least one ledge monolithically extends from the rail for holding an object such as a solar panel. A coupler is provided for demountably connecting a solar panel to the rail. A cleat also is provided for attaching the system to a surface. A connector connects the rail to the cleat. This abstract is provided to comply with rules requiring an abstract that will allow a searcher or other reader to quickly ascertain the subject matter of the technical disclosure, but this abstract is not to be used to interpret or limit the scope or meaning of any claim."
7632109,Detmold,,Germany,"A connector assembly for connecting the flat conductors of a photovoltaic panel with an electrical component, such as a diode, printed circuit or the like, includes a conductor support body having a base portion adapted for connection with the photovoltaic panel, and a bridge portion carrying a plurality of flat seats with edges around which the free ends of the flat conductors are bent, respectively. A bus bar is provided for each flat conductor, each bus bar including a pair of resilient contacts arranged for engagement with the portion of the associated conductor that is bent around the conductor seat. A protective housing encloses the bus bars and at least the bridge portion of the support body, which housing contains openings for receiving output cables the ends of which are connected with the bus bars."
7484507,"Vaughn, Ontario",,Canada,"An integrated, modular solar collector comprising an array of solar collection devices, wherein the array of solar collection devices is mounted in a frame providing for air flow between the devices."
7479774,"Taoyuan, Taiwan",,Taiwan,"The present invention focuses on the development of a high-performance solar photovoltaic (PV) energy conversion system. The power circuit of the invention is made of a two-stage circuit, connecting a step-up DC-DC converter and a full-bridge inverter in serial. The present invention uses an adaptive perturbation and observation method to increase tracking speed of maximum power position and at the same time reduces energy loss. In addition, the full-bridge inverter's output has to have the same phase with the utility power in order to achieve unit power factor and increase the system efficiency. The present invention uses voltage type current control full-bridge inverter to achieve the goal of merging into utility grid. The present invention provides an active Sun tracking system, by utilizing the character of changing in open circuit output voltage with Sun radiation strength to follow the Sun, and decreases the system cost and increases system effectiveness."
7476832,"(Hoffman Estates, IL)",IL,USA,"A mounting system comprising at least one mounting assembly is disclosed. A mounting assembly is used to mount at least one solar panel. The mounting assembly includes a support base, a rotating base, a first motor assembly, a solar panel base and a second motor assembly. The rotating base is mounted on the support base and rotates about its vertical axis by the help of the first motor assembly, which is disposed between the rotating base and the support base. The solar panel base is coupled to the rotating base through a set of links, which transfers the rotation of the rotating base to the solar panel base. The second motor assembly is disposed on the rotating base and it provides a tilting movement to the solar panel base, which enables solar panel base to tilt at a plurality of angle from the horizontal surface of the rotating base."
7592537,"(Guerneville, CA)",CA,USA,"An interlocking photovoltaic module mounting system that provides a one piece, integrated photovoltaic module frame portion that is directly mountable to a support structure and interlocks with separate adjoining photovoltaic module frame portions. The apparatus includes a frame member for enclosing the perimeter of a photovoltaic module, having an inside surface and outside surface, with the inside surface including a recess for capture of the panel. The frame member outside surface includes at least one interlocking means for affixation to the complementary outside surface of an adjacent frame-member. The frame member includes a height-adjustable foot portion for supporting the frame member on a roof, so that adjacent frame members may be interlocked to form an array, and the foot portion may be adjusted to level the formed array on the roof."
7768751,"Fort Collins, CO",CO,USA,"A ground fault detector and interrupter for a photovoltaic (PV) energy conversion system, method and apparatus are disclosed. In an exemplary embodiment, the system includes first and second inputs adapted to couple to a first and second rails of a PV array. An inverter is configured to convert DC power generated from the PV array to AC power. A ground fault detector and interrupter, which is coupled to the first and second rails and to the inverter, is configured to detect ground fault conditions in the PV array and to decouple the PV array from the remaining portion of the PV energy conversion system upon such detection. A known signal is coupled to the input of the ground fault detector and interrupter, and then sensed at the output of the ground fault detector and interrupter to determine whether components of the ground fault detector and interrupter are operating properly."
7719140,"Fort Collins, CO",CO,USA,"A high efficiency photovoltaic DC-DC converter achieves solar power conversion from high voltage, highly varying photovoltaic power sources to harvest maximum power from a solar source or strings of panels for DC or AC use, perhaps for transfer to a power grid at high power levels with coordinated control possible for various elements. Photovoltaic DC-DC converters can achieve efficiencies in conversion that are extraordinarily high compared to traditional through substantially power isomorphic photovoltaic DC-DC power conversion capability that can achieve 97%, 98%, 99.2% efficiency, or even only wire transmission losses. Switch mode impedance or voltage conversion circuit embodiments may have pairs of photovoltaic power interrupt switch elements and pairs of photovoltaic power shunt switch elements to first increase voltage and then decrease voltage as part of the desired photovoltaic DC-DC power conversion."
7843085,"Fort Collins, CO",CO,USA,"Different systems to achieve solar power conversion are provided in at least three different general aspects, with circuitry that can be used to harvest maximum power from a solar source (1) or strings of panels (11) for DC or AC use, perhaps for transfer to a power grid (10) three aspects can exist perhaps independently and relate to: 1) electrical power conversion in a multimodal manner, 2) alternating between differing processes such as by an alternative mode photovoltaic power converter functionality control (27), and 3) systems that can achieve efficiencies in conversion that are extraordinarily high compared to traditional through substantially power isomorphic photovoltaic DC-DC power conversion capability that can achieve 99.2% efficiency or even only wire transmission losses. Switch mode impedance conversion circuits may have pairs of photovoltaic power series switch elements (24) and pairs of photovoltaic power shunt switch elements (25)."
7832157,"Los Gatos, CA",CA,USA,"An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices."
7845128,"Alameda, CA",CA,USA,An energy conversion device is adapted to be housed within a unitized curtain wall unit as part of an exterior shell or façade of a building structure. The device can be a photovoltaic module that includes other power generating system components—including control units and associated power/signal wiring—within the façade.
7703246,"Antioch, CA",CA,USA,"The present invention proposes a solar panel mounting structure comprises: a frame and three gears. The frame has a first opening, a second opening and a third opening, and connects to a solar panel; the third opening is aligned with the first opening and the second opening. The first gear has a first bar; the first bar works in the first opening. The second gear has a second bar; the second bar works in the second opening. The third gear has an axle, and locates between the first gear and the second gear and gearing therein; the axle works in the third opening; thereby, the solar panel seesaws when the third gear turns."
7745722,"Warrenville, IL",IL,USA,"A system and method for installing a solar module on a roof using a mounting structure which can be adjusted after it has been fixed to the roof. The mounting structure is comprised of a plate having a slot into which an adjustable bracket is slidably positioned. The mounting structures are spaced from each other and the plates are fixed to the roof by toggle bolts or the like. A framed module is placed across the structures and one or both of the adjustable brackets are adjusted to align holes in the frame of the module with threaded chambers in the brackets. Next, threaded fasteners are passed through the holes and into the chambers to thereby secure the solar module to the roof."
7849849,Rangsdorf,,Germany,"The invention relates to a frame assembly for mounting solar modules (1), said frame assembly comprising at least two flat frames which are arranged at a distance, preferably forming a triangle respectively with the frame sides (2, 3, 4) thereof, respectively one frame side (4) being inclined in relation to the surface of the ground or the roof (5). Carrier profiled parts (6, 7) which can be respectively displaced and fixed and are used to support and fix a solar module (1) are respectively arranged on two adjacent frames on the inclined side (4) of the frame. The carrier profiled parts (6, 7) are used to ensure the connection to the adjacently arranged frame sides (2, 3) in such a way that they can be displaced and fixed in relation to each other. The frame sides (2, 3) are also connected in such a way that they can be displaced and fixed in relation to each other and/or comprise at least one length adjustment device."
7817419,Wagen,,Germany,"A solar inverter assembly has a first housing part, which is used as a heat sink, and a second housing part for holding electronic components of the solar inverter. The first housing part has a first air inlet opening, a first air outlet opening and a first air channel connecting the air inlet and air outlet openings. Air flows on the basis of natural convection through the first air channel. The second housing part has a second air inlet opening, a second air outlet opening, and a second air channel which connects the second air inlet opening to the second air outlet opening. Air flows on the basis of natural convection through the second air channel. At least one electronic component, which is insensitive to dust, of the solar converter, for example a transformer or an inductor, is mounted in the second housing part in direct thermal contact with the first housing part and within the second air channel. Those electronic components of the solar inverter that are sensitive to dust"
