pat_id, title, USPA#, kind_code, date, serial#, series_code, field_date, us_class, pub_class, int_class, assignee, city, state
pat382, Pivot-Fit Connection Apparatus and System for Photovoltaic Arrays, 20120234378, A1, September 20  2012, 316453, 13, December 9  2011, 136/251, 136/251, F24J 2/5211 20130101; F24J 2/5245 20130101; F24J 2/5247 20130101; F24J 2/5254 20130101; F24J 2/5258 20130101; F24J 2/5262 20130101; F24J 2/5264 20130101; H01L 31/0482 20130101; Y02E 10/47 20130101, , , 
pat383, Unitized photovoltaic assembly, 20120234377, A1, September 20  2012, 065104, 13, March 15  2011, 136/251 ; 29/428, 136/251 ; 29/428, H01L 31/048 20060101 H01L031/048; H01L 31/18 20060101 H01L031/18, , , 
pat384, THIN-FILM PHOTOVOLTAIC MODULE, 20120234374, A1, September 20  2012, 485210, 13, May 31  2012, 136/249 ; 257/E31.054; 438/15; 438/62, 136/249 ; 438/62; 438/15; 257/E31.054, H01L 31/0322 20130101; H01L 31/03762 20130101; H01L 31/048 20130101; H01L 31/05 20130101; H01L 31/0522 20130101; Y02E 10/52 20130101; Y02E 10/541 20130101; Y02E 10/548 20130101, , , 
pat385, SOLAR CELL INTERCONNECTION PROCESS, 20120234369, A1, September 20  2012, 427347, 13, March 22  2012, 136/244 ; 257/E31.113; 438/67, 136/244 ; 438/67; 257/E31.113, H01L 31/035281 20130101; H01L 31/042 20130101; H01L 31/05 20130101; Y02E 10/52 20130101, , , 
pat386, MULTI-TUBE SOLAR THERMAL RECEIVER, 20120234311, A1, September 20  2012, 499658, 13, October 6  2010, 126/600 ; 126/714, 126/600 ; 126/714, F24J 2/07 20130101; F24J 2/14 20130101; F24J 2/18 20130101; F24J 2/242 20130101; F24J 2/4636 20130101; F24J 2002/1076 20130101; Y02E 10/41 20130101; Y02E 10/44 20130101; Y02E 10/45 20130101, , , 
pat387, BUOYAGE AND ENVIRONMENTAL MONITORING INSTRUMENT FOR USE ON REGATTA COURSES, 20120234089, A1, September 20  2012, 459752, 13, April 30  2012, 73/170.16 ; 114/264; 73/170.29, 73/170.16 ; 114/264; 73/170.29, G01N 33/1886 20130101; G01W 1/02 20130101, , , 
pat388, MECHANICAL PHOTOVOLTAIC MODULE CARTRIDGE AND METHOD OF CONSTRUCTION, 20120233940, A1, September 20  2012, 426274, 13, March 21  2012, 52/173.3 ; 52/745.19; 52/745.2, 52/173.3 ; 52/745.19; 52/745.2, F24J 2/5211 20130101; F24J 2/5232 20130101; F24J 2/5233 20130101; F24J 2/5254 20130101; H01L 31/0422 20130101, , , 
pat389, ADJUSTABLE SOLAR PANEL CAP, 20120233939, A1, September 20  2012, 248608, 13, September 29  2011, 52/173.3, 52/173.3, E04D 3/405 20130101, , , 
pat390, WIRELESS EXTENSION TO AN IRRIGATION CONTROL SYSTEM AND RELATED METHODS, 20120232708, A1, September 13  2012, 475863, 13, May 18  2012, 700/284, 700/284, A01G 25/16 20130101, , , 
pat391, Multifunctional Energy Management Building Cladding, 20120231222, A1, September 13  2012, 478001, 13, May 22  2012, 428/156 ; 428/174, 428/156 ; 428/174, E04D 1/06 20130101; E04D 1/16 20130101; E04D 1/18 20130101; E04D 3/30 20130101; E04D 13/103 20130101; E04D 13/17 20130101; F24D 2200/14 20130101; F24J 2/045 20130101; H01L 31/0482 20130101; H01L 31/058 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02B 10/70 20130101, , , 
pat392, OPTICAL ELEMENT HAVING INTERNAL INCLUSIONS CONFIGURED FOR MAXIMUM CONVERSION EFFICIENCY, 20120229911, A1, September 13  2012, 180628, 13, July 12  2011, 359/642, 359/642, G02B 19/0042 20130101; H01L 31/0522 20130101, , , 
pat393, AFTERMARKET SOUND ACTIVATED WIRELESS VEHICLE DOOR UNLOCKER, 20120229253, A1, September 13  2012, 042416, 13, March 7  2011, 340/5.61, 340/5.61, B60W 50/00 20130101, , , 
pat394, METHOD AND APPARATUS FOR CONTROLLING LIGHT OUTPUT COLOR AND/OR BRIGHTNESS, 20120229032, A1, September 13  2012, 042668, 13, March 8  2011, 315/151, 315/151, H05B 33/086 20130101, , , 
pat395, TUNABLE WIRELESS ENERGY TRANSFER FOR CLOTHING APPLICATIONS, 20120228954, A1, September 13  2012, 292048, 13, November 8  2011, 307/104, 307/104, H03H 7/40 20130101, , , 
pat396, TUNABLE WIRELESS ENERGY TRANSFER FOR FURNITURE APPLICATIONS, 20120228953, A1, September 13  2012, 292044, 13, November 8  2011, 307/104, 307/104, H03H 7/40 20130101, , , 
pat397, TUNABLE WIRELESS ENERGY TRANSFER FOR APPLIANCES, 20120228952, A1, September 13  2012, 292035, 13, November 8  2011, 307/104, 307/104, H03H 7/40 20130101, , , 
pat398, BEAM-FORMING CONCENTRATING SOLAR THERMAL ARRAY POWER SYSTEMS, 20120228883, A1, September 13  2012, 417120, 13, March 9  2012, 290/1R ; 126/600; 126/640; 126/684; 126/690; 126/696; 60/641.15, 290/1.R ; 126/684; 126/696; 126/690; 60/641.15; 126/600; 126/640, F03G 6/06 20060101 F03G006/06; H02K 7/18 20060101 H02K007/18; F24J 2/38 20060101 F24J002/38; F24J 2/04 20060101 F24J002/04; F24J 2/10 20060101 F24J002/10; F24J 2/12 20060101 F24J002/12, , , 
pat399, CONTACTLESS COUPLING AND METHOD FOR USE WITH AN ELECTRICAL APPLIANCE, 20120228529, A1, September 13  2012, 510102, 13, November 12  2010, 250/551 ; 29/876; 315/70, 250/551 ; 315/70; 29/876, F21S 8/086 20130101; F21V 25/02 20130101; F21V 25/12 20130101; F21W 2131/101 20130101; F21W 2131/103 20130101; F21W 2131/402 20130101; F21Y 2101/02 20130101; H01F 38/14 20130101; H02J 5/005 20130101; H05B 37/032 20130101, , , 
pat400, OPTICS WITHIN A CONCENTRATED PHOTOVOLTAIC RECEIVER CONTAINING A CPV CELL, 20120227796, A1, September 13  2012, 044418, 13, March 9  2011, 136/255, 136/255, H01L 31/06 20060101 H01L031/06, , , 
pat401, Mounting  grounding and wire management systems for solar panel arrays, 20120227791, A1, September 13  2012, 135942, 13, July 19  2011, 136/251, 136/251, H01L 31/048 20060101 H01L031/048, , , 
pat402, Solar Collector Comprising Receiver Positioned External to Inflation Space of Reflective Solar Concentrator, 20120227789, A1, September 13  2012, 227093, 13, September 7  2011, 136/246 ; 359/847, 136/246 ; 359/847, F24J 2/1052 20130101; F24J 2/505 20130101; F24J 2/5271 20130101; H01L 31/0525 20130101, , , 
pat403, GRAPHENE-BASED PHOTOVOLTAIC DEVICE, 20120227787, A1, September 13  2012, 509816, 13, October 18  2010, 136/244 ; 136/256; 136/261, 136/244 ; 136/256; 136/261, H01L 31/0224 20130101; H01L 31/028 20130101; H01L 51/42 20130101, , , 
pat404, SOLAR CELL SHEET, 20120227781, A1, September 13  2012, 045613, 13, March 11  2011, 136/244, 136/244, H01L 31/05 20060101 H01L031/05, , , 
pat405, RECIPROCATING MACHINE & OTHER DEVICES, 20120227389, A1, September 13  2012, 736583, 12, April 16  2008, 60/317, 60/317, F01B 1/10 20130101; F01L 1/146 20130101; F01L 3/02 20130101; F01L 3/04 20130101; F01L 13/0042 20130101; F01L 2001/0535 20130101; F01L 2001/0537 20130101; F01L 2101/00 20130101; F01L 2101/02 20130101; F01L 2810/02 20130101; F01P 3/02 20130101; F02B 75/002 20130101; F02B 77/11 20130101; F02F 3/0084 20130101; F02F 7/0021 20130101; F02F 7/008 20130101, , , 
pat406, Covering for a Series of Associated Portable Toilet Structures, 20120227174, A1, September 13  2012, 478173, 13, May 23  2012, 4/476, 4/476, E04H 1/1216 20130101; E04H 15/003 20130101, , , 
pat407, Approach For Producing And Managing Electricity, 20120226592, A1, September 6  2012, 410138, 13, March 1  2012, 705/34, 705/34, G06Q 10/06 20130101, , , 
pat408, Methods for Determining Exhaust Emissions and Efficiency of a Vehicle and a Display, 20120226424, A1, September 6  2012, 470961, 13, May 14  2012, 701/93 ; 701/123, 701/93 ; 701/123, F01N 3/20 20130101; F01N 11/00 20130101; F01N 2550/02 20130101; F01N 2560/00 20130101; F01N 2900/08 20130101; F01N 2900/14 20130101; F01N 2900/1402 20130101; F02D 2200/0625 20130101; G01L 3/26 20130101; G01M 15/102 20130101, , , 
pat409, Devices With Internal Flexibility Sipes  Including Siped Chambers For Footwear, 20120226353, A1, September 6  2012, 472645, 13, May 16  2012, 623/8, 623/8, A43B 7/1425 20130101; A43B 7/1435 20130101; A43B 7/144 20130101; A43B 7/1445 20130101; A43B 13/189 20130101; A43B 13/20 20130101, , , 
pat410, SYSTEMS  METHODS  AND DEVICES HAVING STRETCHABLE INTEGRATED CIRCUITRY FOR SENSING AND DELIVERING THERAPY, 20120226130, A1, September 6  2012, 336518, 13, December 23  2011, 600/393 ; 604/20, 600/393 ; 604/20, H01L 27/14618 20130101; H01L 27/14632 20130101; H01L 27/14645 20130101; H01L 27/14687 20130101; H01L 27/14692 20130101; H01L 2924/1433 20130101; H01L 2924/19041 20130101; H01L 2924/19042 20130101; H01L 2924/19043 20130101; H01L 2924/30105 20130101, , , 
pat411, CONNECTOR, 20120225577, A1, September 6  2012, 402404, 13, February 22  2012, 439/358, 439/358, H01R 13/506 20130101; H01R 13/516 20130101; H01R 13/52 20130101; H01R 13/533 20130101; H01R 2101/00 20130101, , , 
pat412, Devices With Internal Flexibility Sipes  Including Siped Chambers For Footwear, 20120224819, A1, September 6  2012, 472676, 13, May 16  2012, 385/100 ; 428/375, 385/100 ; 428/375, A43B 7/1425 20130101; A43B 7/1435 20130101; A43B 7/144 20130101; A43B 7/1445 20130101; A43B 13/189 20130101; A43B 13/20 20130101, , , 
pat413, PORTABLE WIRELESS PERSONAL HEAD IMPACT REPORTING SYSTEM, 20120223833, A1, September 6  2012, 366097, 13, February 3  2012, 340/539.12 ; 29/428; 702/19, 340/539.12 ; 29/428; 702/19, G06F 19/3418 20130101; G06F 19/345 20130101; G08B 21/0446 20130101, , , 
pat414, Solar Cell Characterization System with an Automated Continuous Neutral Density Filter, 20120223733, A1, September 6  2012, 039940, 13, March 3  2011, 324/761.01 ; 250/229; 362/1; 702/64, 324/761.01 ; 250/229; 702/64; 362/1, F21S 8/006 20130101; F21V 9/10 20130101; G01R 31/2605 20130101; G01R 31/405 20130101, , , 
pat415, MOTION ACTIVATED OFF GRID LED LIGHT, 20120223646, A1, September 6  2012, 469705, 13, May 11  2012, 315/152 ; 315/297, 315/152 ; 315/297, G08B 5/36 20130101, , , 
pat416, FLEXIBLE RESONATOR ATTACHMENT, 20120223573, A1, September 6  2012, 361701, 13, January 30  2012, 307/9.1 ; 307/104, 307/9.1 ; 307/104, B60L 1/00 20130101; H02J 5/005 20130101; H02J 17/00 20130101; H03H 7/40 20130101, , , 
pat418, CAM CONTROL VALVE, 20120223265, A1, September 6  2012, 389671, 13, November 5  2010, 251/263 ; 251/129.11; 251/331, 251/263 ; 251/331; 251/129.11, F16K 7/16 20130101; F16K 31/047 20130101; F16K 31/52408 20130101, , , 
pat419, Power Supplies for Pool and Spa Equipment, 20120222997, A1, September 6  2012, 316161, 13, December 9  2011, 210/167.18 ; 136/252; 210/167.1; 307/104; 307/43; 320/101, 210/167.18 ; 210/167.1; 136/252; 320/101; 307/104; 307/43, H02J 5/005 20130101, , , 
pat420, HYDROGEN STORAGE TANK HAVING METAL HYDRIDES, 20120222972, A1, September 6  2012, 509461, 13, November 10  2010, 206/.7 ; 137/15.01, 206/7 ; 137/15.01, C01B 3/0005 20130101; C01B 3/0026 20130101; C01B 3/0031 20130101; C01B 3/0036 20130101; C01B 3/0042 20130101; F17C 11/005 20130101; Y02E 60/321 20130101, , , 
pat421, HYDROGEN STORAGE TANK WITH METAL HYDRIDES, 20120222971, A1, September 6  2012, 509303, 13, November 10  2010, 206/.7 ; 53/467, 206/7 ; 53/467, C01B 3/0005 20130101; C01B 3/0026 20130101; C01B 3/0031 20130101; C01B 3/0036 20130101; C01B 3/0042 20130101; F17C 11/005 20130101; Y02E 60/321 20130101; Y02E 60/327 20130101, , , 
pat422, POLYAMIDEIMIDE ADHESIVES FOR PRINTED CIRCUIT BOARDS, 20120222889, A1, September 6  2012, 504792, 13, October 28  2010, 174/254 ; 156/182; 523/400; 524/590, 174/254 ; 524/590; 523/400; 156/182, C08G 18/345 20130101; C08G 73/14 20130101; C09J 175/04 20130101; C09J 179/08 20130101; H05K 1/0393 20130101; H05K 3/386 20130101; H05K 3/4691 20130101; H05K 2201/0154 20130101, , , 
pat423, HYBRID CERAMIC SHOWERHEAD, 20120222815, A1, September 6  2012, 411369, 13, March 2  2012, 156/345.34 ; 118/723E; 239/436, 156/345.34 ; 118/723.E; 239/436, C23C 16/45565 20130101, , , 
pat424, ORGANIC PHOTOVOLTAIC CELL STRUCTURE, 20120222733, A1, September 6  2012, 392982, 13, August 27  2010, 136/255, 136/255, H01L 51/42 20130101; H01L 51/447 20130101; Y02E 10/50 20130101, , , 
pat425, SOLAR CELL MODULE AND MANUFACTURING METHOD THEREOF, 20120222728, A1, September 6  2012, 410699, 13, March 2  2012, 136/251 ; 136/244; 257/E31.117; 438/66, 136/251 ; 136/244; 438/66; 257/E31.117, H01L 31/048 20060101 H01L031/048; H01L 31/18 20060101 H01L031/18; H01L 31/05 20060101 H01L031/05, , , 
pat426, Module Arrangement Consisting of Solar Modules, 20120222727, A1, September 6  2012, 395048, 13, September 7  2010, 136/251, 136/251, F24J 2/5235 20130101; F24J 2/5239 20130101; F24J 2/5254 20130101; F24J 2002/5292 20130101; Y02E 10/47 20130101, , , 
pat427, FLEXIBLE BUILDING-INTEGRATED PHOTOVOLTAIC STRUCTURE, 20120222725, A1, September 6  2012, 222991, 13, August 31  2011, 136/251, 136/251, B32B 2331/04 20130101; H01L 31/048 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101, , , 
pat428, WINDOW, 20120222722, A1, September 6  2012, 503250, 13, October 21  2010, 136/246 ; 136/259, 136/246 ; 136/259, E06B 3/66 20130101; E06B 3/67 20130101; E06B 7/28 20130101; E06B 9/24 20130101; E06B 2009/2417 20130101; E06B 2009/2476 20130101; F24J 2/0433 20130101; F24J 2/32 20130101; F24J 2002/0092 20130101; H01L 31/0522 20130101; H01L 31/058 20130101; Y02B 10/20 20130101; Y02E 10/44 20130101; Y02E 10/52 20130101; Y02E 10/60 20130101, , , 
pat429, SOLAR PANEL ASSEMBLIES INCLUDING PIVOTALLY MOUNTED SOLAR CELLS AND RELATED METHODS, 20120222720, A1, September 6  2012, 038139, 13, March 1  2011, 136/246 ; 29/428; 29/890.033, 136/246 ; 29/890.033; 29/428, F24J 2002/5468 20130101; H01L 31/042 20130101; H01L 31/045 20130101, , , 
pat430, PHOTOVOLTAIC GROUNDING & BONDING CONNECTOR, 20120222718, A1, September 6  2012, 409472, 13, March 1  2012, 136/244 ; 29/876; 439/733.1, 136/244 ; 29/876; 439/733.1, F24J 2/52 20130101; H01L 31/0422 20130101; H01R 4/36 20130101; H01R 4/38 20130101; H01R 4/646 20130101, , , 
pat431, METHODS OF ASSEMBLING SOLAR CELLS INTO AN ASSEMBLY  ASSOCIATED APPARATUS  SOLAR PANEL ASSEMBLIES  AND SOLAR CELLS, 20120222717, A1, September 6  2012, 038121, 13, March 1  2011, 136/244 ; 257/E31.001; 438/66, 136/244 ; 438/66; 257/E31.001, H01L 31/042 20060101 H01L031/042; H01L 31/18 20060101 H01L031/18, , , 
pat432, Solar Heater, 20120222670, A1, September 6  2012, 040908, 13, March 4  2011, 126/704 ; 29/890.033, 126/704 ; 29/890.033, F24J 2/204 20130101; F24J 2/22 20130101; F24J 2/464 20130101; F24J 2/4647 20130101; F24J 2/4652 20130101; F24J 2/506 20130101; F24J 2002/508 20130101; Y02B 10/20 20130101, , , 
pat433, SOLAR ENERGY GAS TURBINE, 20120222421, A1, September 6  2012, 293760, 13, November 10  2011, 60/641.15, 60/641.15, E04B 1/28 20130101; E04B 1/34846 20130101; E04B 2001/3583 20130101; Y02B 10/20 20130101, , , 
pat434, Mount for connecting an article to a roof and method of use, 20120222380, A1, September 6  2012, 932672, 12, March 3  2011, 52/698 ; 248/237; 248/49; 52/745.21, 52/698 ; 248/237; 248/49; 52/745.21, E04D 13/1407 20130101; F24J 2/52 20130101; H01L 31/0422 20130101, , , 
pat435, ADJUSTING DEVICE OF A STATIONARY PHOTOVOLTAIC SYSTEM, 20120222372, A1, September 6  2012, 473866, 13, May 17  2012, 52/173.3 ; 248/122.1; 52/741.15; 52/745.21, 52/173.3 ; 52/741.15; 52/745.21; 248/122.1, F24J 2/5233 20130101; F24J 2/525 20130101; F24J 2/542 20130101; F24J 2002/5277 20130101; F24J 2002/5279 20130101, , , 
pat436, Photovoltaic Mounting System with Locking Connectors  Adjustable Rail Height and Hinge Lock, 20120222273, A1, September 6  2012, 470763, 13, May 14  2012, 24/522, 24/522, F16B 2/185 20130101; F16B 5/0032 20130101; F16B 5/0635 20130101; F16B 5/0685 20130101; F16B 7/0493 20130101; F16B 7/182 20130101; F24J 2/5205 20130101; F24J 2/5207 20130101; F24J 2/5211 20130101; F24J 2/5254 20130101; F24J 2/5258 20130101; F24J 2/526 20130101; F24J 2/5264 20130101; F24J 2002/4665 20130101; F24J 2002/4669 20130101; F24J 2002/5226 20130101; H01L 31/0422 20130101; H01L 31/0482 20130101; Y02B 10/12 20130101; Y02E 10/47 20130101, , , 
pat437, OPTICAL CONCENTRATOR SYSTEMS  DEVICES AND METHODS, 20120218652, A1, August 30  2012, 405188, 13, February 24  2012, 359/853 ; 359/871, 359/853 ; 359/871, F24J 2/00 20130101; G02B 7/1821 20130101, , , 
pat438, ELECTRONIC COMPONENTS WITH REACTIVE FILTERS, 20120218025, A1, August 30  2012, 403813, 13, February 23  2012, 327/427, 327/427, H02M 1/126 20130101; H02M 7/48 20130101; H02M 7/5395 20130101; H02P 27/04 20130101; H03K 17/162 20130101; H03K 17/567 20130101; H03K 17/6871 20130101, , , 
pat439, System and Method for Flash Bypass, 20120217973, A1, August 30  2012, 287021, 13, November 1  2011, 324/501 ; 174/520; 307/117, 324/501 ; 174/520; 307/117, G01R 31/2605 20130101, , , 
pat440, Method for Imparting a Controlled Amount of Stress in Semiconductor Devices for Fabricating Thin Flexible Circuits, 20120217622, A1, August 30  2012, 467537, 13, May 9  2012, 257/632 ; 257/E21.599; 257/E29.002; 438/464, 257/632 ; 438/464; 257/E21.599; 257/E29.002, H01L 29/02 20060101 H01L029/02; H01L 21/78 20060101 H01L021/78, , , 
pat441, ORGANIC PHOTOVOLTAIC CELL AND METHOD FOR MANUFACTURING THE SAME, 20120216869, A1, August 30  2012, 504802, 13, October 26  2010, 136/263 ; 257/E51.012; 438/82, 136/263 ; 438/82; 257/E51.012, H01L 51/42 20130101; H01L 51/448 20130101; H01L 51/5259 20130101; Y02E 10/50 20130101, , , 
pat442, Apparatus and Method for Extending Polyolefin Containing Photovoltaic Panel Life Span, 20120216864, A1, August 30  2012, 034721, 13, February 25  2011, 136/263 ; 257/E51.027; 428/475.5; 428/480; 428/500; 428/521; 428/522; 428/523; 438/99, 136/263 ; 438/99; 428/500; 428/522; 428/523; 428/521; 428/480; 428/475.5; 257/E51.027, H01L 51/0097 20130101; H01L 51/448 20130101; H01L 51/5259 20130101, , , 
pat443, SOLAR ENERGY CONCENTRATOR ARCHITECTURES, 20120216863, A1, August 30  2012, 281763, 13, October 26  2011, 136/259, 136/259, H01L 31/0232 20060101 H01L031/0232, , , 
pat444, SOLAR ARRAY SUPPORT METHODS AND SYSTEMS, 20120216855, A1, August 30  2012, 465727, 13, May 7  2012, 136/251, 136/251, F24J 2/5241 20130101; H01L 31/0422 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101; Y02E 10/47 20130101; Y02E 10/50 20130101, , , 
pat445, INTEGRATED SOLAR ENERGY SYSTEM, 20120216853, A1, August 30  2012, 035378, 13, February 25  2011, 136/248 ; 126/634; 126/640; 126/678, 136/248 ; 126/634; 126/678; 126/640, H01L 31/058 20060101 H01L031/058; F24J 2/30 20060101 F24J002/30; F24J 2/04 20060101 F24J002/04, , , 
pat446, SOLAR TRACKER DRIVE, 20120216852, A1, August 30  2012, 402769, 13, February 22  2012, 136/246 ; 318/489, 136/246 ; 318/489, H01L 31/042 20060101 H01L031/042; G05B 11/01 20060101 G05B011/01, , , 
pat447, GNSS BASED CONTROL FOR DISPENSING MATERIAL FROM VEHICLE, 20120215410, A1, August 23  2012, 217839, 13, August 25  2011, 701/50, 701/50, A01B 79/005 20130101; G01C 15/00 20130101; G01S 5/0063 20130101; G01S 19/04 20130101; G01S 19/14 20130101; G01S 19/54 20130101; G05D 1/0259 20130101; G05D 1/027 20130101; G05D 1/0278 20130101; G05D 2201/0201 20130101, , , 
pat448, PROCESS FOR THE PRODUCTION OF SOLAR CELLS COMPRISING A SELECTIVE EMITTER, 20120214270, A1, August 23  2012, 504504, 13, October 1  2010, 438/71 ; 257/E31.13, 438/71 ; 257/E31.13, H01L 31/02168 20130101; H01L 31/022425 20130101; H01L 31/0236 20130101; H01L 31/068 20130101; H01L 31/1804 20130101; Y02E 10/50 20130101, , , 
pat449, POWER SUPPLY AND POWER CONTROL CIRCUITRY, 20120212987, A1, August 23  2012, 400517, 13, February 20  2012, 363/132, 363/132, H02M 7/5387 20130101, , , 
pat450, POLYDENTATE LIGAND METAL COMPLEX, 20120211706, A1, August 23  2012, 504275, 13, October 25  2010, 252/519.2 ; 534/15, 252/519.2 ; 534/15, C07D 233/64 20130101; C07D 235/14 20130101; C07D 417/12 20130101; C07F 5/003 20130101; C07F 5/022 20130101; C07F 9/65583 20130101; C09K 11/06 20130101; C09K 2211/1011 20130101; C09K 2211/1014 20130101; C09K 2211/1044 20130101, , , 
pat451, LIGHT CONCENTRATOR STRUCTURES AND METHODS, 20120211647, A1, August 23  2012, 461436, 13, May 1  2012, 250/216 ; 359/15; 359/227; 359/558, 250/216 ; 359/227; 359/15; 359/558, F24J 2/085 20130101; F24J 2/4623 20130101; G02B 17/0668 20130101; G02B 17/0864 20130101; G02B 27/0944 20130101; H01L 31/0522 20130101; Y02E 10/43 20130101; Y02E 10/52 20130101, , , 
pat452, Solar Panel Racking System with Integrated Grounding Bar Rail, 20120211252, A1, August 23  2012, 399073, 13, February 17  2012, 174/6 ; 29/825, 174/6 ; 29/825, H01L 31/042 20130101; H01L 31/0422 20130101; H01R 4/64 20130101; H01R 4/66 20130101; Y02B 10/12 20130101; Y02B 10/20 20130101, , , 
pat453, FOUR JUNCTION INVERTED METAMORPHIC MULTIJUNCTION SOLAR CELL WITH A SINGLE METAMORPHIC LAYER, 20120211071, A1, August 23  2012, 463069, 13, May 3  2012, 136/255 ; 257/E31.039; 438/64, 136/255 ; 438/64; 257/E31.039, H01L 31/06875 20130101; H01L 31/0725 20130101; H01L 31/0735 20130101; H01L 31/1844 20130101; Y02E 10/544 20130101, , , 
pat454, INVERTED METAMORPHIC MULTIJUNCTION SOLAR CELL WITH TWO METAMORPHIC LAYERS AND HOMOJUNCTION TOP CELL, 20120211068, A1, August 23  2012, 401181, 13, February 21  2012, 136/255 ; 257/E31.054; 438/74, 136/255 ; 438/74; 257/E31.054, H01L 31/06875 20130101; H01L 31/0725 20130101; H01L 31/0735 20130101; H01L 31/1844 20130101; H01L 31/1892 20130101; Y02E 10/544 20130101, , , 
pat455, PENETRATED GROUND MOUNT SOLAR RACKING SYSTEM, 20120211059, A1, August 23  2012, 399000, 13, February 17  2012, 136/251, 136/251, H01L 31/0422 20130101, , , 
pat456, PHOTOVOLTAICS WITH INTERFEROMETRIC RIBBON MASKS, 20120211053, A1, August 23  2012, 463343, 13, May 3  2012, 136/246 ; 156/247; 427/58, 136/246 ; 427/58; 156/247, G02B 5/284 20130101; G02B 26/001 20130101; H01L 31/02168 20130101; H01L 31/022425 20130101; Y02E 10/52 20130101, , , 
pat457, STRING INTERCONNECTION OF INVERTED METAMORPHIC MULTIJUNCTION SOLAR CELLS ON FLEXIBLE PERFORATED CARRIERS, 20120211047, A1, August 23  2012, 440331, 13, April 5  2012, 136/244 ; 136/255; 257/E31.114; 438/67, 136/244 ; 136/255; 438/67; 257/E31.114, H01L 31/02021 20130101; H01L 31/042 20130101; H01L 31/05 20130101; H01L 31/06875 20130101; H01L 31/0725 20130101; H01L 31/0735 20130101; H01L 31/1844 20130101; H01L 31/1852 20130101; Y02E 10/544 20130101, , , 
pat458, ABSORBER TUBE AND METHOD FOR THE REVERSIBLE LOADING AND UNLOADING OF A GETTER MATERIAL, 20120211003, A1, August 23  2012, 503677, 13, October 26  2010, 126/653 ; 417/51; 417/53, 126/653 ; 417/51; 417/53, F24J 2/055 20130101; F24J 2/14 20130101; F24J 2/24 20130101; F24J 2/4612 20130101; F24J 2/4616 20130101; F24J 2/4636 20130101; F24J 2002/4681 20130101; Y02E 10/41 20130101; Y02E 10/44 20130101; Y02E 10/45 20130101, , , 
pat459, SYSTEM AND METHOD FOR AUTOMATIC POSITIONING OF A SOLAR ARRAY, 20120211001, A1, August 23  2012, 033434, 13, February 23  2011, 126/601, 126/601, F24J 2/38 20060101 F24J002/38, , , 
pat460, Systems and Methods for Solar Energy Management, 20120211000, A1, August 23  2012, 209730, 13, August 15  2011, 126/600 ; 126/696, 126/600 ; 126/696, F24J 2/52 20060101 F24J002/52; F24J 2/38 20060101 F24J002/38, , , 
pat461, Pre-Assembled Hip  Ridge or Rake Shingle, 20120210661, A1, August 23  2012, 461078, 13, May 1  2012, 52/173.3 ; 52/309.1, 52/173.3 ; 52/309.1, E04D 1/20 20130101; E04D 1/30 20130101; E04D 2001/305 20130101, , , 
pat462, Roofing Product with Integrated Photovoltaic Elements and Flashing System, 20120210660, A1, August 23  2012, 326094, 13, December 14  2011, 52/173.3 ; 52/302.1; 52/741.4, 52/173.3 ; 52/302.1; 52/741.4, E04D 13/18 20060101 E04D013/18; E04D 13/04 20060101 E04D013/04; E04D 13/00 20060101 E04D013/00, , , 
pat463, Devices With Internal Flexibility Sipes  Including Siped Chambers For Footwear, 20120210603, A1, August 23  2012, 457990, 13, April 27  2012, 36/83, 36/83, A43B 7/1425 20130101; A43B 7/1435 20130101; A43B 7/144 20130101; A43B 7/1445 20130101; A43B 13/189 20130101; A43B 13/20 20130101, , , 
pat464, PLATFORM FOR COLLECTING MARINE ENERGY SOURCES, 20120208414, A1, August 16  2012, 503907, 13, October 22  2010, 441/21 ; 114/121; 114/264, 441/21 ; 114/264; 114/121, B63B 35/44 20130101; B63B 2035/4453 20130101; B63B 2035/446 20130101; B63B 2035/4466 20130101; F03D 9/007 20130101; F03D 9/008 20130101; F05B 2240/93 20130101; Y02E 10/38 20130101; Y02E 10/72 20130101, , , 
pat465, ELECTRICAL JUNCTION BOX FOR A PHOTOVOLTAIC MODULE, 20120208397, A1, August 16  2012, 349769, 13, January 13  2012, 439/534, 439/534, H01R 29/00 20130101; H02G 3/081 20130101; H02G 3/16 20130101, , , 
pat466, LIGHTING DEVICES  FIXTURE STRUCTURES AND COMPONENTS FOR USE THEREIN, 20120206911, A1, August 16  2012, 026495, 13, February 14  2011, 362/231 ; 362/235; 362/249.01; 362/294, 362/231 ; 362/235; 362/294; 362/249.01, F21V 9/00 20060101 F21V009/00; F21V 7/00 20060101 F21V007/00; F21S 4/00 20060101 F21S004/00; F21V 11/00 20060101 F21V011/00; F21V 29/00 20060101 F21V029/00, , , 
